日期,开盘,收盘,最高,最低,交易量(手),交易金额(元),涨跌额,涨跌幅(%),振幅(%),换手率(%)
2012-05-18,8.01,8.56,8.77,8.01,688802,573950000,4.96,137.78,21.11,86.10
2012-05-21,7.85,7.71,7.97,7.70,428849,331830000,-0.85,-9.93,3.15,53.61
2012-05-22,7.61,7.67,7.95,7.41,304933,235190000,-0.04,-0.52,7.00,38.12
2012-05-23,7.60,7.27,7.72,7.10,322734,237280000,-0.40,-5.22,8.08,40.34
2012-05-24,7.23,7.12,7.26,7.04,158254,112940000,-0.15,-2.06,3.03,19.78
2012-05-25,7.01,6.73,7.08,6.64,192240,131500000,-0.39,-5.48,6.18,24.03
2012-05-28,6.67,6.91,7.04,6.50,211102,144570000,0.18,2.67,8.02,26.39
2012-05-29,6.79,7.04,7.12,6.72,206967,144380000,0.13,1.88,5.79,25.87
2012-05-30,7.00,6.86,7.04,6.82,139917,96880000,-0.18,-2.56,3.13,17.49
2012-05-31,6.77,7.55,7.55,6.69,376749,275370000,0.69,10.06,12.54,47.09
2012-06-01,7.40,7.45,7.57,7.31,253271,188250000,-0.10,-1.32,3.44,31.66
2012-06-04,7.35,7.52,7.59,7.18,196171,144680000,0.07,0.94,5.50,24.52
2012-06-05,7.40,7.59,7.70,7.36,191747,144710000,0.07,0.93,4.52,23.97
2012-06-06,7.59,7.28,7.77,7.23,182012,135710000,-0.31,-4.08,7.11,22.75
2012-06-07,7.32,7.28,7.44,7.06,151983,110270000,0.00,0.00,5.22,19.00
2012-06-08,7.28,6.96,7.35,6.88,127672,91460000,-0.32,-4.40,6.46,15.96
2012-06-11,6.91,7.00,7.06,6.73,108583,75120000,0.04,0.57,4.74,13.57
2012-06-12,6.92,6.76,6.94,6.71,85291,58300000,-0.24,-3.43,3.29,10.66
2012-06-13,6.80,6.98,7.00,6.73,105638,72870000,0.22,3.25,3.99,13.20
2012-06-14,6.92,6.96,7.18,6.87,118046,83170000,-0.02,-0.29,4.44,14.76
2012-06-15,6.98,6.93,7.06,6.76,83818,57910000,-0.03,-0.43,4.31,10.48
2012-06-18,6.97,7.14,7.22,6.81,124403,87860000,0.21,3.03,5.92,15.55
2012-06-19,7.07,7.05,7.14,7.01,72820,51510000,-0.09,-1.26,1.82,9.10
2012-06-20,7.07,7.18,7.35,6.97,151366,109110000,0.13,1.84,5.39,18.92
2012-06-21,7.13,6.98,7.18,6.88,109987,76980000,-0.20,-2.79,4.18,13.75
2012-06-25,6.90,6.69,6.95,6.65,68106,46150000,-0.29,-4.15,4.30,8.51
2012-06-26,6.62,6.75,6.79,6.55,44056,29460000,0.06,0.90,3.59,5.51
2012-06-27,6.71,6.78,6.93,6.68,53102,36130000,0.03,0.44,3.70,6.64
2012-06-28,6.85,6.65,6.90,6.64,61992,41890000,-0.13,-1.92,3.83,7.75
2012-06-29,6.60,6.75,6.77,6.51,47680,31740000,0.10,1.50,3.91,5.96
2012-07-02,6.78,6.77,6.86,6.71,48440,32820000,0.02,0.30,2.22,6.06
2012-07-03,6.76,6.90,6.97,6.66,96442,66000000,0.13,1.92,4.58,12.06
2012-07-04,6.88,6.84,6.90,6.74,59571,40580000,-0.06,-0.87,2.32,7.45
2012-07-05,6.76,6.52,6.78,6.52,64303,42710000,-0.32,-4.68,3.80,8.04
2012-07-06,6.55,6.59,6.65,6.36,61103,39710000,0.07,1.07,4.45,7.64
2012-07-09,6.51,6.16,6.51,6.08,67278,42640000,-0.43,-6.53,6.53,8.41
2012-07-10,6.12,6.00,6.16,5.98,44203,26730000,-0.16,-2.60,2.92,5.53
2012-07-11,5.97,6.04,6.06,5.94,39034,23460000,0.04,0.67,2.00,4.88
2012-07-12,6.03,6.07,6.12,5.87,48408,29110000,0.03,0.50,4.14,6.05
2012-07-13,6.00,5.83,6.07,5.81,57078,33830000,-0.24,-3.95,4.28,7.13
2012-07-16,5.84,5.29,5.84,5.27,67160,37100000,-0.54,-9.26,9.78,8.40
2012-07-17,5.23,5.35,5.39,5.22,42179,22440000,0.06,1.13,3.21,5.27
2012-07-18,5.35,5.47,5.47,5.26,47461,25440000,0.12,2.24,3.93,5.93
2012-07-19,5.41,5.53,5.68,5.38,51950,28760000,0.06,1.10,5.48,6.49
2012-07-20,5.53,5.43,5.60,5.42,35423,19420000,-0.10,-1.81,3.26,4.43
2012-07-23,5.35,5.43,5.46,5.26,27231,14630000,0.00,0.00,3.68,3.40
2012-07-24,5.34,5.52,5.55,5.34,26936,14720000,0.09,1.66,3.87,3.37
2012-07-25,5.50,5.81,6.07,5.44,174244,103170000,0.29,5.25,11.41,21.78
2012-07-26,5.75,5.73,5.94,5.65,120763,70010000,-0.08,-1.38,4.99,15.10
2012-07-27,5.71,5.59,5.78,5.54,50269,28350000,-0.14,-2.44,4.19,6.28
2012-07-30,5.55,5.50,5.69,5.47,34077,18990000,-0.09,-1.61,3.94,4.26
2012-07-31,5.45,5.40,5.57,5.39,31763,17370000,-0.10,-1.82,3.27,3.97
2012-08-01,5.41,5.58,5.59,5.40,37348,20580000,0.18,3.33,3.52,4.67
2012-08-02,5.55,5.46,5.64,5.44,28580,15800000,-0.12,-2.15,3.58,3.57
2012-08-03,5.47,5.63,5.65,5.40,44938,24960000,0.17,3.11,4.58,5.62
2012-08-06,5.58,5.75,5.78,5.55,51116,29010000,0.12,2.13,4.09,6.39
2012-08-07,5.72,5.80,5.82,5.69,48467,27920000,0.05,0.87,2.26,6.06
2012-08-08,5.78,5.69,5.81,5.65,44222,25300000,-0.11,-1.90,2.76,5.53
2012-08-09,5.70,5.86,5.93,5.62,74092,43270000,0.17,2.99,5.45,9.26
2012-08-10,5.84,5.79,5.96,5.76,49257,28660000,-0.07,-1.19,3.41,6.16
2012-08-13,5.79,5.52,5.79,5.51,47005,26420000,-0.27,-4.66,4.84,5.88
2012-08-14,5.50,5.56,5.57,5.35,37571,20540000,0.04,0.72,3.99,4.70
2012-08-15,5.54,5.46,5.62,5.43,27800,15320000,-0.10,-1.80,3.42,3.48
2012-08-16,5.44,5.41,5.48,5.38,21827,11830000,-0.05,-0.92,1.83,2.73
2012-08-17,5.35,5.41,5.46,5.35,20800,11230000,0.00,0.00,2.03,2.60
2012-08-20,5.30,5.11,5.30,4.98,171918,87160000,-0.30,-5.55,5.92,17.19
2012-08-21,5.06,5.62,5.62,5.05,155753,84400000,0.51,9.98,11.15,15.58
2012-08-22,5.97,6.18,6.18,5.79,437382,265260000,0.56,9.96,6.94,43.74
2012-08-23,6.20,6.80,6.80,6.10,503074,329860000,0.62,10.03,11.33,50.31
2012-08-27,6.48,6.59,6.62,6.30,364214,234760000,-0.21,-3.09,4.71,36.42
2012-08-28,6.42,6.62,6.88,6.29,418699,275400000,0.03,0.46,8.95,41.87
2012-08-29,6.50,7.15,7.28,6.41,633964,448370000,0.53,8.01,13.14,63.40
2012-08-30,6.80,6.44,6.85,6.44,348312,226830000,-0.71,-9.93,5.73,34.83
2012-08-31,6.17,6.29,6.42,6.03,303933,189810000,-0.15,-2.33,6.06,30.39
2012-09-03,6.21,6.45,6.62,6.21,323394,207810000,0.16,2.54,6.52,32.34
2012-09-04,6.37,7.10,7.10,6.36,521334,359130000,0.65,10.08,11.47,52.13
2012-09-05,7.00,7.20,7.70,6.88,529944,386430000,0.10,1.41,11.55,52.99
2012-09-06,7.26,7.92,7.92,7.24,357561,276090000,0.72,10.00,9.44,35.76
2012-09-07,8.71,7.98,8.71,7.95,588280,482240000,0.06,0.76,9.60,58.83
2012-09-10,7.78,8.78,8.78,7.75,496417,411620000,0.80,10.03,12.91,49.64
2012-09-11,8.51,8.22,8.62,8.08,377120,312520000,-0.56,-6.38,6.15,37.71
2012-09-12,8.21,8.15,8.42,8.03,250217,205240000,-0.07,-0.85,4.74,25.02
2012-09-13,8.10,8.03,8.26,7.92,223963,181200000,-0.12,-1.47,4.17,22.40
2012-09-14,8.10,7.63,8.10,7.43,299086,230910000,-0.40,-4.98,8.34,29.91
2012-09-17,7.62,7.63,7.70,7.42,154000,116650000,0.00,0.00,3.67,15.40
2012-09-18,7.62,7.75,7.98,7.52,259758,202490000,0.12,1.57,6.03,25.98
2012-09-19,7.60,7.55,7.69,7.42,188787,142500000,-0.20,-2.58,3.48,18.88
2012-09-20,7.47,7.01,7.49,6.91,216836,155000000,-0.54,-7.15,7.68,21.68
2012-09-21,7.00,6.72,7.07,6.67,157344,107990000,-0.29,-4.14,5.71,15.73
2012-09-24,6.68,6.86,6.94,6.63,145532,98970000,0.14,2.08,4.61,14.55
2012-09-25,6.75,6.83,6.98,6.74,148812,101920000,-0.03,-0.44,3.50,14.88
2012-09-26,6.74,6.90,7.30,6.66,270484,190130000,0.07,1.02,9.37,27.05
2012-09-27,6.69,6.94,7.08,6.48,213825,145780000,0.04,0.58,8.70,21.38
2012-09-28,6.85,6.79,6.96,6.71,157078,107020000,-0.15,-2.16,3.60,15.71
2012-10-08,6.81,7.10,7.13,6.79,187353,131240000,0.31,4.57,5.01,18.74
2012-10-09,7.03,7.50,7.74,7.00,292517,215740000,0.40,5.63,10.42,29.25
2012-10-10,7.43,7.73,7.95,7.35,310656,237850000,0.23,3.07,8.00,31.07
2012-10-11,7.63,7.14,7.70,7.10,220221,161590000,-0.59,-7.63,7.76,22.02
2012-10-12,7.10,7.05,7.28,6.90,123084,86810000,-0.09,-1.26,5.32,12.31
2012-10-15,7.10,6.95,7.16,6.85,78386,54810000,-0.10,-1.42,4.40,7.84
2012-10-16,6.94,6.92,6.99,6.84,66761,46230000,-0.03,-0.43,2.16,6.68
2012-10-17,6.96,6.85,6.96,6.71,80655,55080000,-0.07,-1.01,3.61,8.07
2012-10-18,6.84,7.09,7.15,6.80,118228,83120000,0.24,3.50,5.11,11.82
2012-10-19,7.07,7.27,7.45,6.94,174838,125950000,0.18,2.54,7.19,17.48
2012-10-22,7.17,7.19,7.31,7.09,96572,69430000,-0.08,-1.10,3.03,9.66
2012-10-23,7.20,7.06,7.28,7.04,98714,70730000,-0.13,-1.81,3.34,9.87
2012-10-24,6.97,6.91,7.01,6.86,81836,56690000,-0.15,-2.12,2.12,8.18
2012-10-25,6.89,6.73,6.97,6.71,66539,45390000,-0.18,-2.60,3.76,6.65
2012-10-26,6.73,6.48,6.77,6.46,64879,42670000,-0.25,-3.71,4.61,6.49
2012-10-29,6.45,6.49,6.56,6.40,35931,23280000,0.01,0.15,2.47,3.59
2012-10-30,6.53,6.51,6.66,6.45,42767,28040000,0.02,0.31,3.24,4.28
2012-10-31,6.47,6.53,6.54,6.41,38070,24660000,0.02,0.31,2.00,3.81
2012-11-01,6.54,6.65,6.67,6.50,57702,38180000,0.12,1.84,2.60,5.77
2012-11-02,6.60,6.61,6.68,6.52,49785,32850000,-0.04,-0.60,2.41,4.98
2012-11-05,6.58,6.36,6.64,6.35,64365,41490000,-0.25,-3.78,4.39,6.44
2012-11-06,6.31,6.50,6.53,6.26,76585,49130000,0.14,2.20,4.25,7.66
2012-11-07,6.51,6.47,6.55,6.42,45116,29300000,-0.03,-0.46,2.00,4.51
