����,����,����,����,����,������(��),���׽���(Ԫ),�ǵ���,�ǵ���(%),����(%),������(%)
2000-01-04,1368.69,1406.37,1407.52,1361.21,90328,2147483647,39.79,2.91,0.00,0.00
2000-01-05,1407.83,1409.68,1433.78,1398.32,105793,2147483647,3.31,0.24,0.00,0.00
2000-01-06,1406.04,1463.94,1463.95,1400.25,134805,2147483647,54.26,3.85,0.00,0.00
2000-01-07,1477.15,1516.60,1522.83,1477.15,348693,2147483647,52.66,3.60,0.00,0.00
2000-01-10,1531.71,1545.11,1546.72,1506.40,312530,2147483647,28.51,1.88,0.00,0.00
2000-01-11,1547.68,1479.78,1547.71,1468.76,219245,2147483647,-65.33,-4.23,0.00,0.00
2000-01-12,1473.76,1438.02,1489.28,1435.00,152219,2147483647,-41.76,-2.82,0.00,0.00
2000-01-13,1437.45,1424.44,1444.07,1418.81,86119,2147483647,-13.58,-0.94,0.00,0.00
2000-01-14,1426.22,1408.85,1433.47,1401.71,74470,2147483647,-15.59,-1.09,0.00,0.00
2000-01-17,1408.99,1433.33,1433.38,1402.66,76479,2147483647,24.48,1.74,0.00,0.00
2000-01-18,1436.89,1426.62,1443.59,1421.64,77671,2147483647,-6.71,-0.47,0.00,0.00
2000-01-19,1425.87,1440.72,1443.67,1425.14,80047,2147483647,14.10,0.99,0.00,0.00
2000-01-20,1443.09,1466.86,1466.90,1443.09,100708,2147483647,26.14,1.81,0.00,0.00
2000-01-21,1471.91,1465.09,1476.46,1458.93,150507,2147483647,-1.78,-0.12,0.00,0.00
2000-01-24,1465.86,1477.34,1477.41,1449.47,162415,2147483647,12.26,0.84,0.00,0.00
2000-01-25,1483.03,1476.51,1490.46,1467.44,136359,2147483647,-0.84,-0.06,0.00,0.00
2000-01-26,1477.30,1481.12,1482.46,1469.98,103844,2147483647,4.61,0.31,0.00,0.00
2000-01-27,1490.45,1506.77,1506.92,1485.23,189799,2147483647,25.65,1.73,0.00,0.00
2000-01-28,1514.56,1535.00,1536.35,1510.74,293881,2147483647,28.23,1.87,0.00,0.00
2000-02-14,1591.44,1673.94,1674.13,1587.82,435691,2147483647,138.95,9.05,0.00,0.00
2000-02-15,1709.22,1670.67,1746.44,1663.01,525434,2147483647,-3.27,-0.20,0.00,0.00
2000-02-16,1674.94,1693.11,1695.88,1649.70,374355,2147483647,22.44,1.34,0.00,0.00
2000-02-17,1734.27,1640.65,1770.88,1615.63,514390,2147483647,-52.46,-3.10,0.00,0.00
2000-02-18,1623.96,1668.09,1668.16,1583.58,267853,2147483647,27.44,1.67,0.00,0.00
2000-02-21,1681.36,1677.14,1697.01,1652.48,310112,2147483647,9.04,0.54,0.00,0.00
2000-02-22,1681.30,1632.29,1687.51,1627.47,242517,2147483647,-44.84,-2.67,0.00,0.00
2000-02-23,1618.01,1594.93,1630.55,1586.63,191857,2147483647,-37.36,-2.29,0.00,0.00
2000-02-24,1593.95,1634.31,1634.32,1593.93,139328,2147483647,39.38,2.47,0.00,0.00
2000-02-25,1639.92,1631.58,1650.37,1618.18,170580,2147483647,-2.73,-0.17,0.00,0.00
2000-02-28,1639.80,1704.86,1704.88,1639.70,261279,2147483647,73.28,4.49,0.00,0.00
2000-02-29,1728.14,1714.58,1733.14,1678.35,286787,2147483647,9.72,0.57,0.00,0.00
2000-03-01,1720.60,1697.74,1721.14,1692.51,224876,2147483647,-16.83,-0.98,0.00,0.00
2000-03-02,1697.56,1713.01,1721.60,1682.54,195934,2147483647,15.27,0.90,0.00,0.00
2000-03-03,1728.36,1738.02,1750.65,1721.70,248154,2147483647,25.01,1.46,0.00,0.00
2000-03-06,1756.31,1681.09,1762.83,1678.74,265047,2147483647,-56.94,-3.28,0.00,0.00
2000-03-07,1661.95,1694.80,1694.89,1654.44,176850,2147483647,13.71,0.82,0.00,0.00
2000-03-08,1699.46,1726.03,1726.04,1690.12,197459,2147483647,31.23,1.84,0.00,0.00
2000-03-09,1734.77,1732.35,1741.22,1714.92,178773,2147483647,6.31,0.37,0.00,0.00
2000-03-10,1731.94,1705.05,1743.14,1701.79,158723,2147483647,-27.30,-1.58,0.00,0.00
2000-03-13,1706.77,1728.88,1729.01,1706.35,198266,2147483647,23.83,1.40,0.00,0.00
2000-03-14,1690.65,1685.35,1700.37,1636.89,228704,2147483647,-43.53,-2.52,0.00,0.00
2000-03-15,1680.30,1681.47,1695.16,1676.54,167821,2147483647,-3.88,-0.23,0.00,0.00
2000-03-16,1671.10,1607.53,1671.18,1596.07,197915,2147483647,-73.94,-4.40,0.00,0.00
2000-03-17,1602.36,1658.60,1661.98,1602.34,153367,2147483647,51.07,3.18,0.00,0.00
2000-03-20,1646.31,1699.25,1699.28,1641.77,181738,2147483647,40.65,2.45,0.00,0.00
2000-03-21,1704.09,1710.32,1713.20,1692.68,163511,2147483647,11.08,0.65,0.00,0.00
2000-03-22,1713.24,1720.45,1726.59,1711.16,146584,2147483647,10.12,0.59,0.00,0.00
2000-03-23,1724.19,1747.24,1747.28,1711.41,167431,2147483647,26.80,1.56,0.00,0.00
2000-03-24,1761.44,1730.50,1770.26,1729.48,220367,2147483647,-16.74,-0.96,0.00,0.00
2000-03-27,1736.70,1775.91,1776.02,1736.70,199273,2147483647,45.41,2.62,0.00,0.00
2000-03-28,1788.83,1791.44,1799.95,1774.48,244843,2147483647,15.53,0.87,0.00,0.00
2000-03-29,1797.88,1788.81,1803.83,1763.62,230266,2147483647,-2.63,-0.15,0.00,0.00
2000-03-30,1793.68,1810.98,1811.06,1790.85,293054,2147483647,22.18,1.24,0.00,0.00
2000-03-31,1810.55,1800.22,1810.90,1780.41,233403,2147483647,-10.76,-0.59,0.00,0.00
2000-04-03,1799.58,1801.00,1816.86,1798.25,188611,2147483647,0.78,0.04,0.00,0.00
2000-04-04,1795.16,1760.69,1795.16,1755.98,171282,2147483647,-40.31,-2.24,0.00,0.00
2000-04-05,1756.30,1771.20,1776.71,1746.30,136032,2147483647,10.51,0.60,0.00,0.00
2000-04-06,1775.78,1809.14,1809.17,1775.68,150070,2147483647,37.94,2.14,0.00,0.00
2000-04-07,1816.79,1819.90,1822.62,1807.54,160812,2147483647,10.76,0.59,0.00,0.00
2000-04-10,1826.61,1826.06,1831.85,1815.99,168091,2147483647,6.17,0.34,0.00,0.00
2000-04-11,1826.40,1821.17,1828.06,1812.01,142454,2147483647,-4.89,-0.27,0.00,0.00
2000-04-12,1822.40,1807.33,1823.83,1785.33,136430,2147483647,-13.85,-0.76,0.00,0.00
2000-04-13,1807.84,1831.55,1832.08,1807.71,165490,2147483647,24.22,1.34,0.00,0.00
2000-04-14,1835.86,1833.67,1840.19,1820.67,179054,2147483647,2.12,0.12,0.00,0.00
2000-04-17,1829.62,1795.06,1829.93,1778.88,198217,2147483647,-38.61,-2.11,0.00,0.00
2000-04-18,1794.34,1813.49,1813.57,1779.29,132047,2147483647,18.44,1.03,0.00,0.00
2000-04-19,1819.08,1828.71,1831.57,1817.21,127661,2147483647,15.22,0.84,0.00,0.00
2000-04-20,1831.66,1847.07,1847.51,1831.48,165331,2147483647,18.36,1.00,0.00,0.00
2000-04-21,1851.31,1841.06,1858.27,1834.85,162446,2147483647,-6.01,-0.33,0.00,0.00
2000-04-24,1844.69,1837.40,1848.97,1827.17,164277,2147483647,-3.67,-0.20,0.00,0.00
2000-04-25,1838.05,1833.47,1841.86,1815.63,107714,2147483647,-3.93,-0.21,0.00,0.00
2000-04-26,1835.67,1832.78,1842.89,1826.39,101638,2147483647,-0.69,-0.04,0.00,0.00
2000-04-27,1835.60,1806.83,1840.57,1803.58,123329,2147483647,-25.95,-1.42,0.00,0.00
2000-04-28,1805.50,1836.32,1836.33,1797.71,109713,2147483647,29.49,1.63,0.00,0.00
2000-05-08,1848.17,1836.64,1852.90,1828.10,89586,2147483647,0.32,0.02,0.00,0.00
2000-05-09,1839.00,1806.64,1839.29,1799.82,91176,2147483647,-30.00,-1.63,0.00,0.00
2000-05-10,1801.43,1752.69,1801.64,1750.01,94310,2147483647,-53.95,-2.99,0.00,0.00
2000-05-11,1750.86,1724.05,1762.13,1718.89,84371,2147483647,-28.64,-1.63,0.00,0.00
2000-05-12,1725.87,1720.61,1740.95,1715.06,74041,2147483647,-3.44,-0.20,0.00,0.00
2000-05-15,1722.64,1704.59,1726.72,1695.53,70946,2147483647,-16.02,-0.93,0.00,0.00
2000-05-16,1706.73,1724.54,1725.90,1706.73,53354,2147483647,19.95,1.17,0.00,0.00
2000-05-17,1727.43,1725.40,1736.27,1722.71,52576,2147483647,0.86,0.05,0.00,0.00
2000-05-18,1725.60,1758.54,1758.54,1719.84,83541,2147483647,33.14,1.92,0.00,0.00
2000-05-19,1761.79,1777.83,1777.98,1754.88,95539,2147483647,19.29,1.10,0.00,0.00
2000-05-22,1785.89,1824.74,1830.93,1783.30,146553,2147483647,46.91,2.64,0.00,0.00
2000-05-23,1834.44,1832.08,1836.99,1811.58,124695,2147483647,7.34,0.40,0.00,0.00
2000-05-24,1835.56,1855.49,1861.48,1831.84,158608,2147483647,23.42,1.28,0.00,0.00
2000-05-25,1866.56,1880.70,1880.72,1860.78,168091,2147483647,25.21,1.36,0.00,0.00
2000-05-26,1885.75,1879.62,1890.69,1860.92,206025,2147483647,-1.09,-0.06,0.00,0.00
2000-05-29,1885.55,1898.75,1900.67,1882.74,180291,2147483647,19.13,1.02,0.00,0.00
2000-05-30,1903.53,1877.47,1908.31,1868.61,165189,2147483647,-21.28,-1.12,0.00,0.00
2000-05-31,1875.46,1894.55,1894.58,1869.34,157602,2147483647,17.08,0.91,0.00,0.00
2000-06-01,1900.53,1903.49,1906.82,1889.99,146545,2147483647,8.93,0.47,0.00,0.00
2000-06-02,1906.16,1916.25,1916.25,1897.71,178403,2147483647,12.76,0.67,0.00,0.00
2000-06-05,1921.97,1899.09,1930.34,1889.82,292161,2147483647,-17.16,-0.90,0.00,0.00
2000-06-06,1898.59,1925.54,1925.55,1891.67,171201,2147483647,26.45,1.39,0.00,0.00
2000-06-07,1934.38,1935.03,1940.22,1921.38,155739,2147483647,9.49,0.49,0.00,0.00
2000-06-08,1937.19,1925.21,1938.55,1913.37,170866,2147483647,-9.82,-0.51,0.00,0.00
2000-06-09,1926.15,1900.79,1929.95,1896.06,151855,2147483647,-24.42,-1.27,0.00,0.00
2000-06-12,1896.43,1912.56,1912.59,1884.62,120395,2147483647,11.77,0.62,0.00,0.00
2000-06-13,1918.19,1938.67,1938.67,1917.19,144276,2147483647,26.12,1.37,0.00,0.00
2000-06-14,1944.44,1932.29,1949.17,1929.71,161508,2147483647,-6.38,-0.33,0.00,0.00
2000-06-15,1933.06,1942.29,1942.33,1925.91,141167,2147483647,9.99,0.52,0.00,0.00
2000-06-16,1945.70,1926.94,1947.46,1919.40,147060,2147483647,-15.34,-0.79,0.00,0.00
2000-06-19,1924.69,1915.20,1926.98,1910.47,118808,2147483647,-11.74,-0.61,0.00,0.00
2000-06-20,1913.07,1895.35,1913.07,1888.08,101354,2147483647,-19.86,-1.04,0.00,0.00
2000-06-21,1894.78,1913.13,1913.15,1894.63,83489,2147483647,17.78,0.94,0.00,0.00
2000-06-22,1918.16,1913.90,1921.15,1906.30,90542,2147483647,0.77,0.04,0.00,0.00
2000-06-23,1915.31,1939.63,1939.63,1913.65,119939,2147483647,25.73,1.34,0.00,0.00
2000-06-26,1946.70,1948.64,1953.34,1943.25,140620,2147483647,9.01,0.46,0.00,0.00
2000-06-27,1949.78,1942.90,1952.45,1938.14,119800,2147483647,-5.74,-0.29,0.00,0.00
2000-06-28,1943.98,1947.48,1953.06,1940.05,112395,2147483647,4.58,0.24,0.00,0.00
2000-06-29,1949.85,1937.26,1951.13,1924.47,119198,2147483647,-10.22,-0.52,0.00,0.00
2000-06-30,1937.84,1928.11,1941.40,1924.97,124675,2147483647,-9.15,-0.47,0.00,0.00
2000-07-03,1917.44,1895.64,1917.45,1890.53,157722,2147483647,-32.47,-1.68,0.00,0.00
2000-07-04,1891.20,1907.93,1907.94,1888.25,144047,2147483647,12.29,0.65,0.00,0.00
2000-07-05,1910.42,1909.19,1918.91,1904.47,130284,2147483647,1.26,0.07,0.00,0.00
2000-07-06,1909.24,1902.55,1910.05,1896.66,98029,2147483647,-6.63,-0.35,0.00,0.00
2000-07-07,1904.09,1932.79,1932.83,1904.09,116503,2147483647,30.24,1.59,0.00,0.00
2000-07-10,1938.84,1948.02,1948.06,1932.95,145246,2147483647,15.23,0.79,0.00,0.00
2000-07-11,1952.26,1960.54,1960.60,1947.67,144383,2147483647,12.52,0.64,0.00,0.00
2000-07-12,1965.23,1973.37,1974.41,1960.35,139195,2147483647,12.83,0.65,0.00,0.00
2000-07-13,1978.55,1979.20,1984.07,1963.55,181601,2147483647,5.83,0.30,0.00,0.00
2000-07-14,1981.78,1987.19,1987.22,1972.62,162157,2147483647,7.99,0.40,0.00,0.00
2000-07-17,1992.89,1982.48,1997.94,1980.22,158454,2147483647,-4.71,-0.24,0.00,0.00
2000-07-18,1982.50,1993.99,1993.99,1981.74,175632,2147483647,11.51,0.58,0.00,0.00
2000-07-19,2000.33,1998.43,2004.46,1987.42,291385,2147483647,4.44,0.22,0.00,0.00
2000-07-20,1999.09,1991.56,2003.80,1979.88,173708,2147483647,-6.87,-0.34,0.00,0.00
2000-07-21,1994.42,1996.34,1998.35,1991.84,117326,2147483647,4.78,0.24,0.00,0.00
2000-07-24,1998.24,1989.24,1999.90,1982.88,118972,2147483647,-7.10,-0.36,0.00,0.00
2000-07-25,1990.15,1996.58,1997.85,1989.09,112727,2147483647,7.34,0.37,0.00,0.00
2000-07-26,1999.44,2012.32,2012.40,1999.40,151635,2147483647,15.74,0.79,0.00,0.00
2000-07-27,2017.46,2012.35,2025.00,2004.55,173981,2147483647,0.03,0.00,0.00,0.00
2000-07-28,2014.11,2012.79,2016.94,2006.17,148966,2147483647,0.44,0.02,0.00,0.00
2000-07-31,2016.14,2023.54,2023.57,2008.64,171738,2147483647,10.75,0.53,0.00,0.00
2000-08-01,2027.01,2028.15,2031.93,2023.45,211879,2147483647,4.61,0.23,0.00,0.00
2000-08-02,2030.79,2030.68,2033.19,2018.48,239053,2147483647,2.53,0.12,0.00,0.00
2000-08-03,2032.94,2036.30,2038.65,2030.10,183213,2147483647,5.62,0.28,0.00,0.00
2000-08-04,2037.47,2026.36,2041.28,2013.45,195971,2147483647,-9.94,-0.49,0.00,0.00
2000-08-07,2025.18,2039.42,2039.42,2017.90,137164,2147483647,13.06,0.64,0.00,0.00
2000-08-08,2042.74,2049.92,2050.07,2040.78,137380,2147483647,10.50,0.51,0.00,0.00
2000-08-09,2051.65,2061.18,2061.28,2048.49,163508,2147483647,11.26,0.55,0.00,0.00
2000-08-10,2065.30,2065.94,2067.74,2053.86,173794,2147483647,4.76,0.23,0.00,0.00
2000-08-11,2067.78,2062.67,2070.30,2055.20,153139,2147483647,-3.28,-0.16,0.00,0.00
2000-08-14,2065.93,2076.30,2076.33,2065.93,151707,2147483647,13.63,0.66,0.00,0.00
2000-08-15,2079.07,2076.82,2082.74,2066.16,134792,2147483647,0.52,0.03,0.00,0.00
2000-08-16,2078.49,2083.47,2083.47,2072.98,154203,2147483647,6.64,0.32,0.00,0.00
2000-08-17,2086.81,2091.59,2092.33,2086.56,139257,2147483647,8.12,0.39,0.00,0.00
2000-08-18,2093.63,2090.18,2097.32,2086.75,125643,2147483647,-1.40,-0.07,0.00,0.00
2000-08-21,2095.38,2108.69,2108.88,2093.42,158593,2147483647,18.51,0.89,0.00,0.00
2000-08-22,2112.02,2074.70,2114.52,2074.52,160527,2147483647,-33.99,-1.61,0.00,0.00
2000-08-23,2064.05,2057.92,2080.14,1980.35,263788,2147483647,-16.78,-0.81,0.00,0.00
2000-08-24,2058.53,2071.16,2073.95,2043.21,172468,2147483647,13.24,0.64,0.00,0.00
2000-08-25,2073.72,2086.70,2086.72,2066.33,122904,2147483647,15.54,0.75,0.00,0.00
2000-08-28,2092.12,2100.59,2100.70,2085.60,138324,2147483647,13.88,0.67,0.00,0.00
2000-08-29,2103.03,2105.48,2105.63,2094.61,145216,2147483647,4.89,0.23,0.00,0.00
2000-08-30,2107.02,2076.14,2108.10,2075.16,133805,2147483647,-29.33,-1.39,0.00,0.00
2000-08-31,2062.84,2021.20,2064.76,2019.45,161106,2147483647,-54.94,-2.65,0.00,0.00
2000-09-01,2009.15,1999.86,2026.35,1997.72,127955,2147483647,-21.34,-1.06,0.00,0.00
2000-09-04,1994.89,2010.60,2010.60,1981.23,98402,2147483647,10.74,0.54,0.00,0.00
2000-09-05,2015.06,1963.79,2020.85,1959.59,98511,2147483647,-46.81,-2.33,0.00,0.00
2000-09-06,1955.50,1925.91,1964.27,1923.60,110172,2147483647,-37.88,-1.93,0.00,0.00
2000-09-07,1929.30,1950.66,1963.23,1929.30,84666,2147483647,24.76,1.29,0.00,0.00
2000-09-08,1955.15,1959.31,1963.89,1945.92,72232,2147483647,8.65,0.44,0.00,0.00
2000-09-11,1963.27,1972.04,1972.08,1956.08,73554,2147483647,12.73,0.65,0.00,0.00
2000-09-12,1975.41,1979.10,1979.32,1965.40,66888,2147483647,7.05,0.36,0.00,0.00
2000-09-13,1980.53,1988.94,1995.32,1975.13,88894,2147483647,9.84,0.50,0.00,0.00
2000-09-14,1989.97,1979.51,1992.37,1973.02,64675,2147483647,-9.43,-0.47,0.00,0.00
2000-09-15,1978.04,1978.43,1978.47,1966.88,63311,2147483647,-1.07,-0.05,0.00,0.00
2000-09-18,1979.53,1946.75,1981.13,1946.18,68925,2147483647,-31.68,-1.60,0.00,0.00
2000-09-19,1937.32,1903.15,1937.37,1895.49,91953,2147483647,-43.60,-2.24,0.00,0.00
2000-09-20,1902.91,1922.29,1922.30,1892.28,70433,2147483647,19.14,1.01,0.00,0.00
2000-09-21,1924.83,1907.31,1927.52,1905.65,63945,2147483647,-14.98,-0.78,0.00,0.00
2000-09-22,1904.57,1891.98,1904.57,1888.09,66831,2147483647,-15.32,-0.80,0.00,0.00
2000-09-25,1889.90,1875.91,1896.72,1874.21,47597,2147483647,-16.07,-0.85,0.00,0.00
2000-09-26,1878.31,1887.83,1890.67,1878.05,43582,2147483647,11.92,0.64,0.00,0.00
2000-09-27,1889.88,1914.09,1914.11,1889.87,43271,2147483647,26.26,1.39,0.00,0.00
2000-09-28,1915.50,1889.29,1917.06,1886.94,50499,2147483647,-24.80,-1.30,0.00,0.00
2000-09-29,1888.20,1910.16,1910.49,1888.07,46823,2147483647,20.87,1.10,0.00,0.00
2000-10-09,1912.08,1915.35,1915.49,1897.24,51667,2147483647,5.19,0.27,0.00,0.00
2000-10-10,1917.90,1942.15,1942.17,1917.68,66775,2147483647,26.80,1.40,0.00,0.00
2000-10-11,1944.25,1933.73,1948.01,1931.46,72528,2147483647,-8.42,-0.43,0.00,0.00
2000-10-12,1933.14,1926.32,1933.33,1918.47,72260,2147483647,-7.40,-0.38,0.00,0.00
2000-10-13,1927.35,1918.16,1932.32,1911.36,66427,2147483647,-8.17,-0.42,0.00,0.00
2000-10-16,1917.45,1902.81,1917.56,1897.91,60850,2147483647,-15.35,-0.80,0.00,0.00
2000-10-17,1902.07,1909.49,1909.49,1896.94,41749,2147483647,6.68,0.35,0.00,0.00
2000-10-18,1911.70,1922.85,1922.85,1911.70,57550,2147483647,13.36,0.70,0.00,0.00
2000-10-19,1925.21,1913.42,1927.37,1911.18,59650,2147483647,-9.43,-0.49,0.00,0.00
2000-10-20,1913.16,1947.45,1947.47,1912.38,93876,2147483647,34.03,1.78,0.00,0.00
2000-10-23,1952.96,1958.94,1960.86,1945.67,85779,2147483647,11.48,0.59,0.00,0.00
2000-10-24,1960.37,1956.34,1962.13,1945.53,63572,2147483647,-2.59,-0.13,0.00,0.00
2000-10-25,1957.38,1977.25,1978.99,1957.31,115065,2147483647,20.91,1.07,0.00,0.00
2000-10-26,1979.30,1967.67,1980.63,1962.20,106527,2147483647,-9.58,-0.48,0.00,0.00
2000-10-27,1968.17,1967.41,1971.79,1957.74,90371,2147483647,-0.27,-0.01,0.00,0.00
2000-10-30,1967.65,1973.58,1974.24,1962.81,99394,2147483647,6.17,0.31,0.00,0.00
2000-10-31,1974.53,1961.29,1979.99,1956.42,90904,2147483647,-12.29,-0.62,0.00,0.00
2000-11-01,1961.08,1977.36,1977.37,1959.72,85019,2147483647,16.08,0.82,0.00,0.00
2000-11-02,1981.77,1984.26,1992.86,1980.89,89338,2147483647,6.90,0.35,0.00,0.00
2000-11-03,1984.99,1981.63,1989.11,1977.21,93208,2147483647,-2.63,-0.13,0.00,0.00
2000-11-06,1983.07,1991.17,1992.88,1982.75,99968,2147483647,9.54,0.48,0.00,0.00
2000-11-07,1993.45,1997.08,1997.08,1990.06,78987,2147483647,5.90,0.30,0.00,0.00
2000-11-08,1999.15,2012.91,2012.99,1998.35,92542,2147483647,15.83,0.79,0.00,0.00
2000-11-09,2016.22,2032.48,2032.52,2014.84,140516,2147483647,19.57,0.97,0.00,0.00
2000-11-10,2037.08,2047.46,2051.34,2033.63,139659,2147483647,14.98,0.74,0.00,0.00
2000-11-13,2054.48,2070.79,2071.69,2053.44,144087,2147483647,23.33,1.14,0.00,0.00
2000-11-14,2072.79,2085.12,2085.12,2055.21,124487,2147483647,14.33,0.69,0.00,0.00
2000-11-15,2087.28,2081.91,2092.65,2074.38,133342,2147483647,-3.21,-0.15,0.00,0.00
2000-11-16,2081.14,2095.98,2096.05,2080.61,128218,2147483647,14.08,0.68,0.00,0.00
2000-11-17,2098.89,2093.24,2104.70,2084.90,118013,2147483647,-2.75,-0.13,0.00,0.00
2000-11-20,2092.59,2101.39,2101.40,2078.28,131029,2147483647,8.15,0.39,0.00,0.00
2000-11-21,2104.07,2097.98,2112.91,2095.58,124797,2147483647,-3.41,-0.16,0.00,0.00
2000-11-22,2097.28,2113.30,2113.35,2091.62,121467,2147483647,15.32,0.73,0.00,0.00
2000-11-23,2119.16,2119.44,2125.72,2109.22,124920,2147483647,6.14,0.29,0.00,0.00
2000-11-24,2119.01,2053.37,2125.41,2045.51,164975,2147483647,-66.07,-3.12,0.00,0.00
2000-11-27,2041.16,2049.67,2062.81,2031.93,105878,2147483647,-3.70,-0.18,0.00,0.00
2000-11-28,2052.78,2079.40,2079.48,2052.78,85889,2147483647,29.73,1.45,0.00,0.00
2000-11-29,2081.50,2067.49,2082.90,2055.94,99436,2147483647,-11.90,-0.57,0.00,0.00
2000-11-30,2067.07,2070.61,2072.29,2057.04,84655,2147483647,3.12,0.15,0.00,0.00
2000-12-01,2073.09,2081.84,2082.03,2071.49,122852,2147483647,11.23,0.54,0.00,0.00
2000-12-04,2084.48,2092.14,2092.32,2077.81,142288,2147483647,10.30,0.49,0.00,0.00
2000-12-05,2094.99,2091.67,2097.29,2085.80,138958,2147483647,-0.47,-0.02,0.00,0.00
2000-12-06,2093.00,2075.63,2095.44,2070.35,113833,2147483647,-16.04,-0.77,0.00,0.00
2000-12-07,2072.53,2075.04,2078.14,2060.73,96873,2147483647,-0.58,-0.03,0.00,0.00
2000-12-08,2074.57,2073.16,2083.27,2069.66,115832,2147483647,-1.88,-0.09,0.00,0.00
2000-12-11,2072.28,2046.08,2072.48,2039.00,119865,2147483647,-27.09,-1.31,0.00,0.00
2000-12-12,2045.17,2059.05,2059.05,2037.90,109918,2147483647,12.98,0.63,0.00,0.00
2000-12-13,2057.38,2056.12,2059.60,2050.18,93851,2147483647,-2.93,-0.14,0.00,0.00
2000-12-14,2057.00,2051.08,2059.27,2046.94,141928,2147483647,-5.04,-0.25,0.00,0.00
2000-12-15,2052.79,2039.36,2055.61,2036.88,132059,2147483647,-11.72,-0.57,0.00,0.00
2000-12-18,2038.45,2044.55,2044.56,2024.29,112625,2147483647,5.18,0.25,0.00,0.00
2000-12-19,2047.35,2049.03,2056.76,2046.03,113681,2147483647,4.49,0.22,0.00,0.00
2000-12-20,2050.07,2071.27,2071.31,2048.64,119207,2147483647,22.24,1.09,0.00,0.00
2000-12-21,2075.56,2076.89,2086.94,2074.34,124983,2147483647,5.62,0.27,0.00,0.00
2000-12-22,2078.43,2069.77,2079.97,2066.22,120326,2147483647,-7.12,-0.34,0.00,0.00
2000-12-25,2071.57,2068.17,2075.21,2062.04,120610,2147483647,-1.59,-0.08,0.00,0.00
2000-12-26,2070.38,2076.27,2076.41,2068.81,104280,2147483647,8.09,0.39,0.00,0.00
2000-12-27,2077.72,2058.24,2079.76,2056.00,117616,2147483647,-18.02,-0.87,0.00,0.00
2000-12-28,2054.52,2053.70,2061.05,2047.74,138424,2147483647,-4.54,-0.22,0.00,0.00
2000-12-29,2055.83,2073.48,2073.88,2055.51,136586,2147483647,19.77,0.96,0.00,0.00
2001-01-02,2077.08,2103.47,2103.54,2074.88,186507,2147483647,29.99,1.45,0.00,0.00
2001-01-03,2108.25,2123.90,2123.90,2105.50,171576,2147483647,20.43,0.97,0.00,0.00
2001-01-04,2125.49,2117.41,2127.42,2113.18,134235,2147483647,-6.49,-0.31,0.00,0.00
2001-01-05,2117.66,2125.30,2125.38,2114.06,132881,2147483647,7.89,0.37,0.00,0.00
2001-01-08,2128.60,2102.06,2131.98,2092.10,147870,2147483647,-23.24,-1.09,0.00,0.00
2001-01-09,2099.32,2101.14,2111.10,2082.84,116493,2147483647,-0.93,-0.04,0.00,0.00
2001-01-10,2102.09,2125.61,2125.67,2102.07,129168,2147483647,24.48,1.17,0.00,0.00
2001-01-11,2129.61,2119.14,2131.37,2117.03,140722,2147483647,-6.47,-0.30,0.00,0.00
2001-01-12,2116.85,2104.75,2117.73,2100.27,106608,2147483647,-14.39,-0.68,0.00,0.00
2001-01-15,2097.09,2032.44,2097.09,2030.29,149985,2147483647,-72.30,-3.44,0.00,0.00
2001-01-16,2018.30,2045.89,2045.95,2007.71,115837,2147483647,13.44,0.66,0.00,0.00
2001-01-17,2046.38,2034.58,2048.70,2031.76,73241,2147483647,-11.30,-0.55,0.00,0.00
2001-01-18,2033.69,2043.11,2049.36,2033.58,103415,2147483647,8.53,0.42,0.00,0.00
2001-01-19,2046.58,2065.61,2067.88,2046.54,118312,2147483647,22.50,1.10,0.00,0.00
2001-02-05,2069.86,2008.03,2072.55,2005.68,89742,2147483647,-57.57,-2.79,0.00,0.00
2001-02-06,1999.72,1995.32,1999.72,1956.18,95284,2147483647,-12.72,-0.63,0.00,0.00
2001-02-07,1995.60,1979.94,1998.25,1978.60,58822,2147483647,-15.38,-0.77,0.00,0.00
2001-02-08,1977.56,1930.14,1986.90,1926.40,88857,2147483647,-49.80,-2.52,0.00,0.00
2001-02-09,1935.19,1956.97,1963.33,1935.19,112370,2147483647,26.83,1.39,0.00,0.00
2001-02-12,1958.66,1961.22,1961.81,1935.59,72030,2147483647,4.25,0.22,0.00,0.00
2001-02-13,1962.53,1963.53,1974.00,1958.99,54035,2147483647,2.31,0.12,0.00,0.00
2001-02-14,1962.74,1963.20,1966.84,1956.42,43821,2147483647,-0.33,-0.02,0.00,0.00
2001-02-15,1963.45,1946.48,1966.92,1944.56,45067,2147483647,-16.72,-0.85,0.00,0.00
2001-02-16,1942.05,1941.96,1942.12,1911.87,67502,2147483647,-4.51,-0.23,0.00,0.00
2001-02-19,1942.58,1967.55,1969.35,1935.65,58460,2147483647,25.59,1.32,0.00,0.00
2001-02-20,1969.78,1953.22,1980.39,1947.26,64359,2147483647,-14.33,-0.73,0.00,0.00
2001-02-21,1948.42,1909.33,1948.42,1901.20,76178,2147483647,-43.89,-2.25,0.00,0.00
2001-02-22,1901.99,1907.26,1922.46,1893.78,50547,2147483647,-2.07,-0.11,0.00,0.00
2001-02-23,1906.91,1936.35,1936.63,1906.55,62097,2147483647,29.09,1.52,0.00,0.00
2001-02-26,1940.77,1954.69,1954.78,1935.55,76243,2147483647,18.35,0.95,0.00,0.00
