日期,开盘,收盘,最高,最低,交易量(手),交易金额(元),涨跌额,涨跌幅(%),振幅(%),换手率(%)
2010-12-15,32.03,32.29,34.18,31.71,763490,2490260000,8.31,34.65,10.30,86.76
2010-12-16,32.95,34.28,35.46,32.51,497805,1676820000,1.99,6.16,9.14,56.57
2010-12-17,35.68,37.71,37.71,34.71,301569,1092360000,3.43,10.01,8.75,34.27
2010-12-20,36.58,36.23,37.28,35.00,254976,926430000,-1.48,-3.92,6.05,28.97
2010-12-21,36.50,36.27,36.94,34.96,169669,609050000,0.04,0.11,5.47,19.28
2010-12-22,35.70,34.75,36.18,34.54,127442,450630000,-1.52,-4.19,4.52,14.48
2010-12-23,34.51,34.41,35.35,34.18,92539,321040000,-0.34,-0.98,3.37,10.52
2010-12-24,34.20,33.08,34.79,32.60,113126,378170000,-1.33,-3.87,6.36,12.86
2010-12-27,33.00,33.06,34.42,32.80,107039,359000000,-0.02,-0.06,4.90,12.16
2010-12-28,32.59,30.75,32.77,30.60,88401,278860000,-2.31,-6.99,6.56,10.05
2010-12-29,30.70,31.21,31.58,30.21,58415,181460000,0.46,1.50,4.46,6.64
2010-12-30,31.40,30.87,31.64,30.51,72579,225860000,-0.34,-1.09,3.62,8.25
2010-12-31,30.51,31.24,31.29,30.51,61434,190170000,0.37,1.20,2.53,6.98
2011-01-04,31.32,33.64,33.98,31.31,116538,380900000,2.40,7.68,8.55,13.24
2011-01-05,33.00,33.08,33.48,32.69,56246,185910000,-0.56,-1.66,2.35,6.39
2011-01-06,33.05,33.13,33.50,32.36,49031,161360000,0.05,0.15,3.45,5.57
2011-01-07,33.00,32.23,33.47,31.50,64766,210370000,-0.90,-2.72,5.95,7.36
2011-01-10,32.26,31.97,32.75,31.55,43588,140120000,-0.26,-0.81,3.72,4.95
2011-01-11,31.63,31.19,32.30,30.35,41054,127400000,-0.78,-2.44,6.10,4.67
2011-01-12,31.27,31.61,31.70,30.70,26214,81910000,0.42,1.35,3.21,2.98
2011-01-13,31.09,31.41,31.88,31.09,16698,52580000,-0.20,-0.63,2.50,1.90
2011-01-14,31.50,29.99,31.78,29.41,59846,182070000,-1.42,-4.52,7.55,6.80
2011-01-17,29.46,28.69,29.96,28.60,44761,130040000,-1.30,-4.33,4.53,5.09
2011-01-18,28.50,29.36,29.51,28.08,27831,80670000,0.67,2.34,4.98,3.16
2011-01-19,29.19,29.49,29.65,28.92,21108,62050000,0.13,0.44,2.49,2.40
2011-01-20,29.59,27.65,29.66,27.60,42570,120330000,-1.84,-6.24,6.99,4.84
2011-01-21,27.50,27.86,28.10,27.36,30319,84220000,0.21,0.76,2.68,3.45
2011-01-24,27.87,27.90,28.58,27.82,25812,72740000,0.04,0.14,2.73,2.93
2011-01-25,27.50,27.44,28.29,27.03,26051,71390000,-0.46,-1.65,4.52,2.96
2011-01-26,27.45,27.71,28.00,27.29,31842,88410000,0.27,0.98,2.59,3.62
2011-01-27,27.70,28.23,28.78,27.37,34059,96240000,0.52,1.88,5.09,3.87
2011-01-28,28.01,27.62,28.39,27.18,41796,115490000,-0.61,-2.16,4.29,4.75
2011-01-31,27.70,27.91,27.96,27.27,41367,114060000,0.29,1.05,2.50,4.70
2011-02-01,28.29,28.34,28.73,28.20,46202,131320000,0.43,1.54,1.90,5.25
2011-02-09,28.00,27.58,28.17,27.50,37933,105520000,-0.76,-2.68,2.36,4.31
2011-02-10,27.44,28.79,28.88,27.15,59247,166410000,1.21,4.39,6.27,6.73
2011-02-11,28.41,28.77,28.96,28.41,59605,171240000,-0.02,-0.07,1.91,6.77
