日期,开盘,收盘,最高,最低,交易量(手),交易金额(元),涨跌额,涨跌幅(%),振幅(%),换手率(%)
2014-12-29,21.88,26.25,26.25,21.88,751,1960000,8.02,43.99,23.97,0.19
2014-12-30,28.88,28.88,28.88,28.88,325,940000,2.63,10.02,0.00,0.08
2014-12-31,31.77,31.77,31.77,31.77,692,2200000,2.89,10.01,0.00,0.17
2015-01-05,34.95,34.95,34.95,34.95,1352,4730000,3.18,10.01,0.00,0.33
2015-01-06,38.45,38.45,38.45,38.45,13644,52460000,3.50,10.01,0.00,3.38
2015-01-07,40.02,40.95,41.99,39.21,237617,964250000,2.50,6.50,7.23,58.82
2015-01-08,39.79,39.68,40.74,38.52,125798,497850000,-1.27,-3.10,5.42,31.14
2015-01-09,40.12,37.54,40.98,37.50,113078,440940000,-2.14,-5.39,8.77,27.99
2015-01-12,36.05,34.20,36.10,33.81,95267,333060000,-3.34,-8.90,6.10,23.58
2015-01-13,34.12,34.75,35.18,33.82,60681,210580000,0.55,1.61,3.98,15.02
2015-01-14,35.25,38.23,38.23,35.25,136555,511630000,3.48,10.01,8.58,33.80
2015-01-15,39.19,40.04,42.05,39.10,161071,655610000,1.81,4.73,7.72,39.87
2015-01-16,39.44,42.25,43.70,39.42,124418,512320000,2.21,5.52,10.69,30.80
2015-01-19,40.99,39.94,43.87,39.15,111741,463590000,-2.31,-5.47,11.17,27.66
2015-01-20,41.50,43.93,43.93,40.81,75084,322910000,3.99,9.99,7.81,18.59
2015-01-21,45.92,45.13,48.32,44.50,131724,607860000,1.20,2.73,8.70,32.61
2015-01-22,46.40,49.64,49.64,45.00,105089,501010000,4.51,9.99,10.28,26.01
2015-01-23,47.88,47.20,48.58,46.21,75951,359220000,-2.44,-4.92,4.77,18.80
2015-01-26,47.21,47.30,48.00,46.50,44719,210860000,0.10,0.21,3.18,11.07
2015-01-27,47.30,46.57,47.30,45.32,45195,208510000,-0.73,-1.54,4.19,11.19
2015-01-28,46.00,46.57,47.96,45.90,45777,215200000,0.00,0.00,4.42,11.33
2015-01-29,46.00,46.77,47.32,45.50,30181,140530000,0.20,0.43,3.91,7.47
2015-01-30,46.90,45.74,47.12,45.63,28219,130560000,-1.03,-2.20,3.19,6.98
2015-02-02,45.08,46.88,47.00,43.89,39082,176370000,1.14,2.49,6.80,9.67
2015-02-03,46.35,48.77,50.19,46.35,52641,257390000,1.89,4.03,8.19,13.03
2015-02-04,48.00,48.20,50.97,47.56,48622,238610000,-0.57,-1.17,6.99,12.04
2015-02-05,47.93,45.69,48.20,45.60,32800,153440000,-2.51,-5.21,5.39,8.12
2015-02-06,45.70,44.04,45.72,43.44,25556,113240000,-1.65,-3.61,4.99,6.33
2015-02-09,43.51,42.73,43.96,42.32,16338,70380000,-1.31,-2.97,3.72,4.04
