日期,开盘,收盘,最高,最低,交易量(手),交易金额(元),涨跌额,涨跌幅(%),振幅(%),换手率(%)
2006-08-23,22.80,24.00,25.00,22.32,147675,345760000,9.50,65.52,18.48,85.36
2006-08-24,23.60,24.05,24.47,23.22,76821,182750000,0.05,0.21,5.21,44.41
2006-08-25,24.25,24.19,25.27,24.13,62831,155240000,0.14,0.58,4.74,36.32
2006-08-28,24.12,24.05,24.16,23.31,36462,86770000,-0.14,-0.58,3.51,21.08
2006-08-29,24.10,26.42,26.46,24.02,59686,151080000,2.37,9.85,10.15,34.50
2006-08-30,25.98,26.46,26.59,25.68,29409,76850000,0.04,0.15,3.44,17.00
2006-08-31,26.30,27.10,28.08,26.22,36011,98010000,0.64,2.42,7.03,20.82
2006-09-01,27.24,27.85,28.79,26.72,32160,89250000,0.75,2.77,7.64,18.59
2006-09-04,27.49,27.94,28.33,27.16,19558,54410000,0.09,0.32,4.20,11.31
2006-09-05,27.88,27.21,28.07,26.80,21333,58330000,-0.73,-2.61,4.55,12.33
2006-09-06,27.10,27.50,27.57,26.80,11856,32220000,0.29,1.07,2.83,6.85
2006-09-07,27.32,28.26,29.06,27.28,21886,62040000,0.76,2.76,6.47,12.65
2006-09-08,28.08,27.89,28.97,27.82,17552,49660000,-0.37,-1.31,4.07,10.15
2006-09-11,27.56,27.82,27.90,26.80,15990,43700000,-0.07,-0.25,3.94,9.24
2006-09-12,27.50,26.95,27.52,26.91,19900,54010000,-0.87,-3.13,2.19,11.50
2006-09-13,26.94,25.83,27.40,25.81,20594,54810000,-1.12,-4.16,5.90,11.90
2006-09-14,25.70,25.69,26.00,25.08,19405,49340000,-0.14,-0.54,3.56,11.22
2006-09-15,25.55,25.58,25.80,25.30,9500,24290000,-0.11,-0.43,1.95,5.49
2006-09-18,25.52,25.75,26.10,25.52,6847,17710000,0.17,0.66,2.27,3.96
2006-09-19,25.85,25.90,26.49,25.81,9267,24200000,0.15,0.58,2.64,5.36
2006-09-20,25.82,26.25,26.45,25.71,8234,21540000,0.35,1.35,2.86,4.76
2006-09-21,26.06,27.08,27.10,26.04,14122,37680000,0.83,3.16,4.04,8.16
2006-09-22,26.90,26.75,27.36,26.75,9070,24470000,-0.33,-1.22,2.25,5.24
2006-09-25,26.69,26.89,27.26,26.37,6401,17100000,0.14,0.52,3.33,3.70
2006-09-26,26.85,26.20,26.98,26.20,5208,13810000,-0.69,-2.57,2.90,3.01
2006-09-27,26.11,25.90,26.45,25.74,4719,12270000,-0.30,-1.15,2.71,2.73
2006-09-28,26.20,26.68,27.18,26.00,9741,26090000,0.78,3.01,4.56,5.63
2006-09-29,27.00,29.33,29.35,26.81,30296,87210000,2.65,9.93,9.52,17.51
2006-10-09,29.45,29.50,29.88,28.90,12980,38100000,0.17,0.58,3.34,7.50
2006-10-10,29.50,29.40,29.75,28.60,12190,35470000,-0.10,-0.34,3.90,7.05
2006-10-11,29.25,29.61,30.14,28.80,11962,35070000,0.21,0.71,4.56,6.91
2006-10-12,29.66,28.70,30.55,28.30,14452,42390000,-0.91,-3.07,7.60,8.35
2006-10-13,28.20,28.40,28.90,27.89,7501,21250000,-0.30,-1.05,3.52,4.34
2006-10-16,28.25,28.45,29.40,28.22,5481,15800000,0.05,0.18,4.15,3.17
2006-10-17,28.58,28.57,28.95,28.30,3749,10710000,0.12,0.42,2.28,2.17
2006-10-18,28.87,28.99,29.29,28.70,4446,12880000,0.42,1.47,2.07,2.57
2006-10-19,29.20,29.40,29.89,28.90,8889,26140000,0.41,1.41,3.42,5.14
2006-10-20,29.45,28.45,29.45,28.40,8640,24760000,-0.95,-3.23,3.57,4.99
2006-10-23,28.30,27.41,28.36,27.16,7106,19740000,-1.04,-3.66,4.22,4.11
2006-10-24,27.37,28.10,28.50,27.37,6072,17040000,0.69,2.52,4.12,3.51
2006-10-25,28.30,28.68,28.99,28.16,6999,20040000,0.58,2.06,2.95,4.05
2006-10-26,28.80,28.30,28.88,28.17,4239,12030000,-0.38,-1.33,2.48,2.45
2006-10-27,28.30,28.90,29.49,28.27,9914,28770000,0.60,2.12,4.31,5.73
2006-10-30,28.98,28.12,29.00,27.78,5926,16670000,-0.78,-2.70,4.22,3.43
2006-10-31,28.01,28.16,28.26,27.76,4400,12300000,0.04,0.14,1.78,2.54
2006-11-01,28.10,27.46,28.10,27.01,10999,30110000,-0.70,-2.49,3.87,6.36
2006-11-02,27.32,26.61,27.48,26.12,8377,22380000,-0.85,-3.10,4.95,4.84
2006-11-03,26.43,26.68,27.14,26.43,4661,12470000,0.07,0.26,2.67,2.69
2006-11-06,26.50,26.41,26.79,26.21,4871,12860000,-0.27,-1.01,2.17,2.82
2006-11-07,26.25,27.20,27.25,26.25,6508,17430000,0.79,2.99,3.79,3.76
2006-11-08,27.20,26.84,27.20,26.55,4277,11470000,-0.36,-1.32,2.39,2.47
2006-11-09,26.80,27.51,27.70,26.56,5710,15620000,0.67,2.50,4.25,3.30
2006-11-10,27.38,26.70,27.40,26.69,6904,18580000,-0.81,-2.94,2.58,3.99
2006-11-13,26.60,26.00,26.80,25.88,5246,13800000,-0.70,-2.62,3.45,3.03
2006-11-14,26.00,26.54,26.59,25.95,3793,9960000,0.54,2.08,2.46,2.19
2006-11-15,26.59,26.90,27.20,26.21,7509,20050000,0.36,1.36,3.73,4.34
2006-11-16,26.99,26.40,27.09,26.40,8052,21440000,-0.50,-1.86,2.57,4.65
2006-11-17,26.30,26.26,26.72,26.20,5420,14330000,-0.14,-0.53,1.97,3.13
2006-11-20,26.20,25.70,26.30,25.20,8602,22060000,-0.56,-2.13,4.19,4.97
2006-11-21,25.58,25.89,26.21,25.36,5336,13760000,0.19,0.74,3.31,3.08
2006-11-22,25.70,25.88,25.99,25.47,7301,18800000,-0.01,-0.04,2.01,4.22
2006-11-23,25.88,26.88,26.97,25.25,26512,68450000,1.00,3.86,6.65,12.27
2006-11-24,26.57,26.59,26.68,26.11,12274,32340000,-0.29,-1.08,2.12,5.68
2006-11-27,26.50,26.95,26.95,26.38,6092,16250000,0.36,1.35,2.14,2.82
2006-11-28,26.94,26.50,27.18,26.44,7340,19610000,-0.45,-1.67,2.75,3.40
2006-11-29,26.30,26.44,26.61,25.95,9118,23980000,-0.06,-0.23,2.49,4.22
2006-11-30,26.50,26.80,27.18,26.50,8887,23880000,0.36,1.36,2.57,4.11
2006-12-01,26.75,26.70,26.99,26.36,9961,26440000,-0.10,-0.37,2.35,4.61
2006-12-04,26.82,28.10,29.36,26.82,18460,52250000,1.40,5.24,9.51,8.55
2006-12-05,28.00,28.10,28.21,27.70,9968,27860000,0.00,0.00,1.81,4.61
2006-12-06,28.07,27.53,28.79,27.00,14120,39180000,-0.57,-2.03,6.37,6.54
2006-12-07,27.49,27.16,27.78,27.16,7385,20320000,-0.37,-1.34,2.25,3.42
2006-12-08,27.00,25.74,27.00,25.74,11861,31090000,-1.42,-5.23,4.64,5.49
2006-12-11,25.63,26.21,26.30,25.59,6266,16240000,0.47,1.83,2.76,2.90
2006-12-12,25.99,26.09,26.40,25.65,6393,16590000,-0.12,-0.46,2.86,2.96
2006-12-13,26.00,26.71,27.20,25.92,8627,23090000,0.62,2.38,4.91,3.99
2006-12-14,26.51,26.79,27.18,26.51,6170,16540000,0.08,0.30,2.51,2.86
2006-12-15,27.17,27.50,28.42,26.81,12414,34330000,0.71,2.65,6.01,5.75
2006-12-18,27.41,27.39,27.97,27.10,8807,24140000,-0.11,-0.40,3.16,4.08
2006-12-19,27.41,28.39,28.80,27.18,18868,52980000,1.00,3.65,5.91,8.74
2006-12-20,28.25,28.31,28.38,27.87,10647,29910000,-0.08,-0.28,1.80,4.93
2006-12-21,28.28,27.37,28.46,27.35,10831,30130000,-0.94,-3.32,3.92,5.01
2006-12-22,27.27,26.81,27.50,26.65,7704,20800000,-0.56,-2.05,3.11,3.57
