日期,开盘,收盘,最高,最低,交易量(手),交易金额(元),涨跌额,涨跌幅(%),振幅(%),换手率(%)
2017-02-03,34.81,36.13,36.41,34.80,17722,63274600,1.41,4.06,,1.37
2017-02-06,35.97,35.38,36.89,35.30,15306,55018800,-0.75,-2.08,4.401,1.18
2017-02-07,35.18,35.51,35.89,35.18,11175,39597000,0.13,0.37,2.007,0.86
2017-02-08,35.78,36.18,36.45,35.33,8960,32327100,0.67,1.89,3.154,0.69
2017-02-10,34.37,34.37,35.00,34.37,27264,93953200,-1.81,-5.00,1.741,2.10
2017-02-13,33.50,34.62,35.10,33.50,15286,52756300,0.25,0.73,4.655,1.18
2017-02-14,34.64,34.99,35.15,34.48,10605,37057400,0.37,1.07,1.935,0.82
2017-02-15,35.03,36.39,36.45,35.03,18630,67311700,1.40,4.00,4.058,1.44
2017-02-16,36.30,37.29,37.45,36.28,10805,40002600,0.90,2.47,3.215,0.83
2017-02-17,37.29,37.04,37.78,36.69,13900,51775100,-0.25,-0.67,2.923,1.07
2017-02-20,36.97,35.85,36.97,35.21,14621,52339200,-1.19,-3.21,4.752,1.13
2017-02-21,35.75,35.77,36.49,35.61,5620,20154000,-0.08,-0.22,2.46,0.43
2017-02-22,35.77,34.73,35.77,34.33,13477,47036500,-1.04,-2.91,4.03,1.04
2017-02-23,34.42,34.79,35.21,34.18,6751,23427500,0.06,0.17,2.97,0.52
2017-02-24,34.79,34.74,35.15,34.55,4261,14869400,-0.05,-0.14,1.73,0.33
2017-02-27,34.78,33.98,34.84,33.85,9312,31854000,-0.76,-2.19,2.85,0.72
2017-02-28,34.27,34.67,34.75,33.65,4663,15920400,0.69,2.03,3.24,0.36
2017-03-01,34.70,34.60,35.16,34.31,6734,23468800,-0.07,-0.20,2.45,0.52
2017-03-02,34.33,34.60,34.90,34.31,3129,10857000,0.00,0.00,1.71,0.24
2017-03-03,34.61,34.69,34.85,34.43,3363,11653900,0.09,0.26,1.21,0.26
2017-03-06,34.43,33.80,35.07,33.67,9352,32064100,-0.89,-2.57,4.04,0.72
2017-03-07,33.80,33.24,33.95,32.67,11642,38550800,-0.56,-1.66,3.79,0.90
2017-03-08,33.05,33.30,33.38,33.05,2948,9797500,0.06,0.18,0.99,0.23
2017-03-09,33.30,34.00,34.70,33.26,7740,26339200,0.70,2.10,4.32,0.60
2017-03-10,33.68,34.15,34.26,33.68,4204,14296500,0.15,0.44,1.71,0.32
2017-03-13,34.08,34.34,34.50,34.08,5999,20627900,0.19,0.56,1.23,0.46
2017-03-14,34.35,34.37,34.62,34.15,4807,16530000,0.03,0.09,1.37,0.37
2017-03-15,34.38,33.99,34.40,33.79,6142,20912100,-0.38,-1.11,1.77,0.47
2017-03-16,33.82,33.80,34.50,33.51,6614,22338953,-0.19,-0.56,2.91,0.51
2017-03-17,33.93,33.60,34.00,33.50,3644,12286716,-0.20,-0.59,1.48,0.28
2017-03-20,33.42,33.01,33.78,32.92,7568,25068779,-0.59,-1.76,2.56,0.58
2017-03-21,33.20,33.02,33.28,32.82,3830,12622590,0.01,0.03,1.39,0.29
2017-03-22,32.79,33.30,33.50,32.60,5523,18228362,0.28,0.85,2.73,0.43
2017-03-23,33.50,33.26,33.73,33.01,5360,17905700,-0.04,-0.12,2.16,0.41
2017-03-24,33.12,33.98,34.18,33.11,10714,36193642,0.72,2.16,3.22,0.82
2017-04-10,35.68,35.68,35.68,35.68,1328,4738768,1.70,5.00,0.00,0.10
2017-04-11,37.00,36.20,37.19,35.85,28970,105257598,0.52,1.46,3.76,2.23
2017-04-12,36.07,36.06,36.40,35.83,11460,41356422,-0.14,-0.39,1.57,0.88
2017-04-13,36.06,36.04,36.30,35.85,6954,25052552,-0.02,-0.06,1.25,0.54
2017-04-14,36.06,35.96,36.25,35.92,7164,25823047,-0.08,-0.22,0.92,0.55
2017-04-17,36.00,35.69,36.06,35.61,8536,30592224,-0.27,-0.75,1.25,0.66
2017-04-18,35.51,34.71,35.78,34.61,10728,37626787,-0.98,-2.75,3.28,0.83
