����,����,����,����,����,������(��),���׽���(Ԫ),�ǵ���,�ǵ���(%),����(%),������(%)
2000-01-04,3374.11,3497.06,3512.30,3360.21,7344508,2147483647,127.45,3.78,0.00,0.00
2000-01-05,3500.13,3486.28,3589.18,3468.69,9373896,2147483647,-10.78,-0.31,0.00,0.00
2000-01-06,3475.46,3655.20,3663.22,3454.35,11240481,2147483647,168.91,4.85,0.00,0.00
2000-01-07,3701.48,3828.04,3848.06,3701.48,29900111,2147483647,172.84,4.73,0.00,0.00
2000-01-10,3881.75,3921.48,3929.06,3832.20,26987105,2147483647,93.44,2.44,0.00,0.00
2000-01-11,3924.71,3716.78,3931.08,3691.56,17572518,2147483647,-204.70,-5.22,0.00,0.00
2000-01-12,3699.29,3605.82,3768.14,3585.47,11408331,2147483647,-110.96,-2.99,0.00,0.00
2000-01-13,3604.28,3580.98,3637.68,3552.05,7460481,2147483647,-24.84,-0.69,0.00,0.00
2000-01-14,3582.16,3542.82,3609.19,3524.51,6150499,2147483647,-38.16,-1.07,0.00,0.00
2000-01-17,3535.51,3594.65,3597.77,3496.00,6185308,2147483647,51.83,1.46,0.00,0.00
2000-01-18,3601.88,3571.97,3633.11,3558.86,7308894,2147483647,-22.68,-0.63,0.00,0.00
2000-01-19,3560.59,3603.86,3640.09,3559.94,7346087,2147483647,31.88,0.89,0.00,0.00
2000-01-20,3608.17,3668.84,3670.19,3603.99,9766501,2147483647,64.98,1.80,0.00,0.00
2000-01-21,3687.19,3702.09,3744.27,3644.08,13849866,2147483647,33.25,0.91,0.00,0.00
2000-01-24,3709.19,3734.72,3736.43,3646.17,14635165,2147483647,32.64,0.88,0.00,0.00
2000-01-25,3752.53,3726.06,3803.77,3702.65,12463115,2147483647,-8.67,-0.23,0.00,0.00
2000-01-26,3718.13,3737.99,3754.10,3700.66,9642435,2147483647,11.93,0.32,0.00,0.00
2000-01-27,3782.89,3844.97,3855.35,3754.10,16079228,2147483647,106.98,2.86,0.00,0.00
2000-01-28,3889.14,3952.41,3952.41,3869.42,24523840,2147483647,107.44,2.79,0.00,0.00
2000-02-14,4102.65,4322.37,4323.35,4096.46,41660198,2147483647,369.97,9.36,0.00,0.00
2000-02-15,4442.12,4394.69,4578.61,4343.58,44014597,2147483647,72.32,1.67,0.00,0.00
2000-02-16,4425.85,4457.41,4475.02,4329.14,32521907,2147483647,62.72,1.43,0.00,0.00
2000-02-17,4564.59,4313.97,4685.49,4256.26,43656023,2147483647,-143.44,-3.22,0.00,0.00
2000-02-18,4274.10,4356.60,4360.43,4095.67,25284759,2147483647,42.63,0.99,0.00,0.00
2000-02-21,4389.42,4344.49,4437.85,4275.30,27742684,2147483647,-12.12,-0.28,0.00,0.00
2000-02-22,4341.85,4186.69,4395.91,4174.96,21417149,2147483647,-157.79,-3.63,0.00,0.00
2000-02-23,4134.87,4072.47,4164.70,4039.87,18561418,2147483647,-114.23,-2.73,0.00,0.00
2000-02-24,4056.90,4221.84,4222.66,4056.90,14781034,2147483647,149.37,3.67,0.00,0.00
2000-02-25,4254.67,4262.82,4296.55,4189.37,16214137,2147483647,40.98,0.97,0.00,0.00
2000-02-28,4274.66,4481.74,4506.05,4244.73,22639434,2147483647,218.92,5.14,0.00,0.00
2000-02-29,4523.95,4484.16,4562.38,4369.48,24106488,2147483647,2.42,0.05,0.00,0.00
2000-03-01,4468.97,4427.20,4510.38,4398.85,20486213,2147483647,-56.96,-1.27,0.00,0.00
2000-03-02,4409.15,4443.52,4505.64,4375.88,19235321,2147483647,16.32,0.37,0.00,0.00
2000-03-03,4462.38,4488.27,4581.61,4462.35,24649728,2147483647,44.74,1.01,0.00,0.00
2000-03-06,4519.99,4316.11,4552.27,4311.89,27195100,2147483647,-172.16,-3.84,0.00,0.00
2000-03-07,4278.05,4399.95,4401.65,4261.97,18532668,2147483647,83.84,1.94,0.00,0.00
2000-03-08,4411.98,4498.22,4515.68,4373.83,19691461,2147483647,98.27,2.23,0.00,0.00
2000-03-09,4528.86,4548.69,4606.71,4474.33,17909363,2147483647,50.47,1.12,0.00,0.00
2000-03-10,4559.53,4463.66,4587.45,4450.31,16636919,2147483647,-85.03,-1.87,0.00,0.00
2000-03-13,4462.32,4495.92,4520.79,4451.52,21704563,2147483647,32.27,0.72,0.00,0.00
2000-03-14,4377.18,4371.56,4417.80,4239.93,23897484,2147483647,-124.36,-2.77,0.00,0.00
2000-03-15,4365.55,4333.89,4415.47,4326.89,17949268,2147483647,-37.67,-0.86,0.00,0.00
2000-03-16,4304.60,4131.54,4304.60,4100.78,19436412,2147483647,-202.35,-4.67,0.00,0.00
2000-03-17,4114.42,4315.00,4327.98,4114.28,15446762,2147483647,183.46,4.44,0.00,0.00
2000-03-20,4252.17,4367.73,4370.68,4231.79,18287662,2147483647,52.73,1.22,0.00,0.00
2000-03-21,4362.09,4387.27,4406.87,4350.32,17948825,2147483647,19.54,0.45,0.00,0.00
2000-03-22,4394.23,4439.09,4479.90,4384.69,17612101,2147483647,51.82,1.18,0.00,0.00
2000-03-23,4446.45,4492.43,4492.91,4381.96,19416514,2147483647,53.34,1.20,0.00,0.00
2000-03-24,4515.38,4461.66,4580.68,4455.65,24326215,2147483647,-30.77,-0.69,0.00,0.00
2000-03-27,4461.67,4571.66,4574.23,4461.67,23733578,2147483647,110.01,2.47,0.00,0.00
2000-03-28,4615.48,4591.12,4635.67,4546.37,27039198,2147483647,19.46,0.43,0.00,0.00
2000-03-29,4612.88,4559.86,4629.56,4510.65,22084185,2147483647,-31.26,-0.68,0.00,0.00
2000-03-30,4566.43,4580.82,4584.78,4539.33,27642119,2147483647,20.96,0.46,0.00,0.00
2000-03-31,4578.61,4532.31,4578.61,4488.05,22513141,2147483647,-48.51,-1.06,0.00,0.00
2000-04-03,4523.90,4508.08,4551.08,4506.40,21198396,2147483647,-24.23,-0.53,0.00,0.00
2000-04-04,4515.01,4413.75,4515.01,4403.31,17895750,2147483647,-94.34,-2.09,0.00,0.00
2000-04-05,4398.45,4442.22,4444.69,4381.85,14864773,2147483647,28.47,0.65,0.00,0.00
2000-04-06,4445.00,4527.67,4528.81,4436.17,16595499,2147483647,85.45,1.92,0.00,0.00
2000-04-07,4553.35,4556.89,4569.19,4513.14,19916742,2147483647,29.23,0.65,0.00,0.00
2000-04-10,4556.81,4546.44,4589.93,4522.69,19308244,2147483647,-10.45,-0.23,0.00,0.00
2000-04-11,4556.96,4595.07,4619.40,4511.94,16763470,2147483647,48.63,1.07,0.00,0.00
2000-04-12,4609.20,4538.65,4616.77,4499.36,14118839,2147483647,-56.42,-1.23,0.00,0.00
2000-04-13,4537.46,4601.47,4615.47,4528.59,16087517,2147483647,62.82,1.38,0.00,0.00
2000-04-14,4624.45,4619.19,4645.88,4585.60,18287736,2147483647,17.71,0.38,0.00,0.00
2000-04-17,4615.12,4544.48,4627.03,4495.41,19819156,2147483647,-74.70,-1.62,0.00,0.00
2000-04-18,4543.78,4568.43,4578.04,4501.89,12358969,2147483647,23.95,0.53,0.00,0.00
2000-04-19,4586.90,4574.25,4611.65,4568.00,13507846,2147483647,5.82,0.13,0.00,0.00
2000-04-20,4580.71,4588.81,4600.91,4574.05,14723243,2147483647,14.56,0.32,0.00,0.00
2000-04-21,4598.61,4559.35,4615.75,4551.49,15215106,2147483647,-29.45,-0.64,0.00,0.00
2000-04-24,4554.84,4533.51,4575.74,4518.75,13980701,2147483647,-25.84,-0.57,0.00,0.00
2000-04-25,4535.88,4528.92,4558.51,4495.14,10803453,2147483647,-4.59,-0.10,0.00,0.00
2000-04-26,4540.51,4554.85,4593.36,4536.57,10388565,2147483647,25.93,0.57,0.00,0.00
2000-04-27,4571.89,4553.95,4612.25,4539.47,12350571,2147483647,-0.89,-0.02,0.00,0.00
2000-04-28,4556.92,4683.17,4685.38,4531.72,12333940,2147483647,129.22,2.84,0.00,0.00
2000-05-08,4708.53,4651.65,4721.56,4641.22,10524540,2147483647,-31.52,-0.67,0.00,0.00
2000-05-09,4646.99,4554.06,4649.73,4523.96,9890945,2147483647,-97.59,-2.10,0.00,0.00
2000-05-10,4535.66,4438.82,4535.66,4428.05,9587745,2147483647,-115.24,-2.53,0.00,0.00
2000-05-11,4419.72,4367.38,4468.60,4355.50,7962096,2147483647,-71.44,-1.61,0.00,0.00
2000-05-12,4368.64,4378.45,4423.50,4347.90,7415470,2147483647,11.07,0.25,0.00,0.00
2000-05-15,4370.11,4296.92,4392.45,4275.86,6898135,2147483647,-81.53,-1.86,0.00,0.00
2000-05-16,4296.51,4346.12,4353.75,4296.51,5913911,2147483647,49.20,1.15,0.00,0.00
2000-05-17,4349.82,4357.09,4405.45,4314.19,7258727,2147483647,10.97,0.25,0.00,0.00
2000-05-18,4361.57,4439.39,4439.94,4341.51,9514080,2147483647,82.29,1.89,0.00,0.00
2000-05-19,4447.53,4479.37,4482.44,4417.95,11465670,2147483647,39.98,0.90,0.00,0.00
2000-05-22,4494.74,4573.43,4620.55,4484.64,14982858,2147483647,94.06,2.10,0.00,0.00
2000-05-23,4594.49,4547.50,4606.57,4517.47,12828303,2147483647,-25.92,-0.57,0.00,0.00
2000-05-24,4549.95,4616.10,4648.27,4549.83,16009999,2147483647,68.59,1.51,0.00,0.00
2000-05-25,4638.19,4677.29,4690.70,4635.52,17567202,2147483647,61.19,1.33,0.00,0.00
2000-05-26,4698.02,4662.30,4722.83,4630.40,19639334,2147483647,-14.99,-0.32,0.00,0.00
2000-05-29,4675.11,4701.23,4718.64,4661.05,19726100,2147483647,38.93,0.83,0.00,0.00
2000-05-30,4722.02,4640.02,4736.72,4616.27,17662346,2147483647,-61.21,-1.30,0.00,0.00
2000-05-31,4629.31,4643.15,4666.99,4614.29,15660714,2147483647,3.13,0.07,0.00,0.00
2000-06-01,4665.01,4695.47,4703.23,4665.01,14331700,2147483647,52.31,1.13,0.00,0.00
2000-06-02,4700.10,4728.88,4728.94,4665.00,17884325,2147483647,33.42,0.71,0.00,0.00
2000-06-05,4744.38,4721.14,4781.77,4698.10,30331059,2147483647,-7.75,-0.16,0.00,0.00
2000-06-06,4727.73,4824.79,4826.94,4727.73,19025039,2147483647,103.65,2.20,0.00,0.00
2000-06-07,4856.41,4826.19,4875.05,4800.23,17231010,2147483647,1.40,0.03,0.00,0.00
2000-06-08,4832.52,4760.34,4834.59,4739.95,16162119,2147483647,-65.85,-1.36,0.00,0.00
2000-06-09,4767.37,4731.39,4796.33,4708.92,14547324,2147483647,-28.95,-0.61,0.00,0.00
2000-06-12,4718.82,4737.88,4742.73,4690.16,11828833,2147483647,6.49,0.14,0.00,0.00
2000-06-13,4742.18,4790.02,4790.02,4730.01,12268930,2147483647,52.14,1.10,0.00,0.00
2000-06-14,4792.19,4766.48,4799.53,4759.39,15082461,2147483647,-23.54,-0.49,0.00,0.00
2000-06-15,4769.21,4793.61,4795.36,4742.62,14492654,2147483647,27.13,0.57,0.00,0.00
2000-06-16,4801.46,4757.17,4811.52,4746.82,15724668,2147483647,-36.44,-0.76,0.00,0.00
2000-06-19,4755.55,4752.92,4792.68,4737.35,12281555,2147483647,-4.25,-0.09,0.00,0.00
2000-06-20,4751.97,4733.93,4773.53,4715.41,10760823,2147483647,-18.99,-0.40,0.00,0.00
2000-06-21,4754.30,4788.61,4789.76,4741.19,9535710,2147483647,54.68,1.16,0.00,0.00
2000-06-22,4807.98,4764.77,4817.15,4759.91,11700431,2147483647,-23.84,-0.50,0.00,0.00
2000-06-23,4762.55,4808.31,4814.27,4742.38,13435805,2147483647,43.54,0.91,0.00,0.00
2000-06-26,4822.85,4823.82,4840.81,4811.85,14588582,2147483647,15.51,0.32,0.00,0.00
2000-06-27,4834.23,4816.38,4840.09,4791.58,14590493,2147483647,-7.45,-0.15,0.00,0.00
2000-06-28,4816.41,4824.68,4854.16,4808.30,12813917,2147483647,8.30,0.17,0.00,0.00
2000-06-29,4835.12,4846.78,4848.06,4800.84,13815416,2147483647,22.11,0.46,0.00,0.00
2000-06-30,4852.97,4830.67,4869.10,4817.91,14646402,2147483647,-16.11,-0.33,0.00,0.00
2000-07-03,4806.47,4739.37,4806.47,4730.51,17845684,2147483647,-91.31,-1.89,0.00,0.00
2000-07-04,4721.35,4753.48,4757.69,4704.93,20056321,2147483647,14.11,0.30,0.00,0.00
2000-07-05,4759.88,4735.26,4771.60,4730.71,12816432,2147483647,-18.22,-0.38,0.00,0.00
2000-07-06,4735.97,4703.53,4738.87,4701.40,11456711,2147483647,-31.73,-0.67,0.00,0.00
2000-07-07,4710.37,4753.03,4765.08,4709.49,11666027,2147483647,49.50,1.05,0.00,0.00
2000-07-10,4762.95,4723.39,4770.25,4697.96,15183087,2147483647,-29.64,-0.62,0.00,0.00
2000-07-11,4731.02,4804.07,4807.55,4713.21,13881378,2147483647,80.67,1.71,0.00,0.00
2000-07-12,4806.80,4805.01,4834.73,4785.77,14716797,2147483647,0.94,0.02,0.00,0.00
2000-07-13,4811.33,4839.13,4850.47,4786.71,19237044,2147483647,34.12,0.71,0.00,0.00
2000-07-14,4850.00,4834.61,4854.51,4811.17,14787060,2147483647,-4.52,-0.09,0.00,0.00
2000-07-17,4840.72,4770.58,4851.35,4767.90,13371032,2147483647,-64.03,-1.32,0.00,0.00
2000-07-18,4772.81,4795.60,4805.06,4760.56,20040820,2147483647,25.02,0.52,0.00,0.00
2000-07-19,4807.52,4794.10,4826.48,4771.20,26628769,2147483647,-1.51,-0.03,0.00,0.00
2000-07-20,4799.15,4801.64,4809.43,4754.23,18150301,2147483647,7.54,0.16,0.00,0.00
2000-07-21,4808.77,4797.62,4821.07,4792.55,14565565,2147483647,-4.02,-0.08,0.00,0.00
2000-07-24,4800.73,4774.39,4801.10,4762.17,15010013,2147483647,-23.23,-0.48,0.00,0.00
2000-07-25,4771.72,4781.09,4792.16,4762.36,11763123,2147483647,6.70,0.14,0.00,0.00
2000-07-26,4786.94,4819.62,4827.94,4786.94,16066753,2147483647,38.53,0.81,0.00,0.00
2000-07-27,4841.93,4854.81,4905.51,4835.58,18292480,2147483647,35.19,0.73,0.00,0.00
2000-07-28,4854.32,4852.72,4885.44,4842.45,14527993,2147483647,-2.09,-0.04,0.00,0.00
2000-07-31,4858.33,4894.13,4894.67,4837.50,18450457,2147483647,41.41,0.85,0.00,0.00
2000-08-01,4900.54,4905.03,4926.46,4896.74,22694899,2147483647,10.90,0.22,0.00,0.00
2000-08-02,4910.97,4899.14,4927.46,4871.55,23206661,2147483647,-5.89,-0.12,0.00,0.00
2000-08-03,4905.81,4916.64,4934.69,4897.89,21178465,2147483647,17.50,0.36,0.00,0.00
2000-08-04,4926.94,4915.97,4957.75,4879.53,23466096,2147483647,-0.67,-0.01,0.00,0.00
2000-08-07,4921.93,4950.79,4952.20,4888.60,17243937,2147483647,34.82,0.71,0.00,0.00
2000-08-08,4956.24,4989.45,4996.58,4956.24,15391732,2147483647,38.66,0.78,0.00,0.00
2000-08-09,4985.50,5022.88,5026.77,4983.51,18388358,2147483647,33.43,0.67,0.00,0.00
2000-08-10,5034.35,5036.55,5047.48,5008.01,16720476,2147483647,13.67,0.27,0.00,0.00
2000-08-11,5051.48,5018.01,5062.29,5007.67,17079348,2147483647,-18.54,-0.37,0.00,0.00
2000-08-14,5022.86,5013.18,5041.67,5005.45,15451745,2147483647,-4.83,-0.10,0.00,0.00
2000-08-15,5006.90,4980.15,5022.78,4958.55,12666300,2147483647,-33.03,-0.66,0.00,0.00
2000-08-16,4988.97,4999.46,5007.99,4974.07,15075513,2147483647,19.32,0.39,0.00,0.00
2000-08-17,5006.33,5011.91,5023.07,5000.01,12101094,2147483647,12.45,0.25,0.00,0.00
2000-08-18,5014.99,5006.88,5022.67,4991.26,12803119,2147483647,-5.03,-0.10,0.00,0.00
2000-08-21,5003.71,5021.25,5022.06,4985.79,17633445,2147483647,14.38,0.29,0.00,0.00
2000-08-22,5022.87,4944.66,5040.11,4941.13,17389212,2147483647,-76.59,-1.53,0.00,0.00
2000-08-23,4919.56,4901.47,4953.18,4707.05,24770081,2147483647,-43.20,-0.87,0.00,0.00
2000-08-24,4907.05,4936.29,4950.85,4866.81,16267321,2147483647,34.83,0.71,0.00,0.00
2000-08-25,4942.19,4950.65,4959.06,4908.69,12488861,2147483647,14.36,0.29,0.00,0.00
2000-08-28,4955.61,4957.48,4961.06,4940.73,12979069,2147483647,6.82,0.14,0.00,0.00
2000-08-29,4965.39,4985.46,4987.11,4961.34,14762471,2147483647,27.98,0.56,0.00,0.00
2000-08-30,4989.72,4930.82,5003.12,4926.71,14464217,2147483647,-54.63,-1.10,0.00,0.00
2000-08-31,4906.65,4826.30,4914.70,4825.78,18325652,2147483647,-104.52,-2.12,0.00,0.00
2000-09-01,4800.59,4782.93,4840.44,4779.33,13269936,2147483647,-43.37,-0.90,0.00,0.00
2000-09-04,4775.58,4817.94,4819.35,4742.72,11654512,2147483647,35.01,0.73,0.00,0.00
2000-09-05,4822.10,4723.07,4842.36,4701.21,11252834,2147483647,-94.87,-1.97,0.00,0.00
2000-09-06,4687.03,4632.69,4706.99,4623.77,12304454,2147483647,-90.39,-1.91,0.00,0.00
2000-09-07,4633.83,4670.47,4710.32,4633.83,9142472,2147483647,37.78,0.82,0.00,0.00
2000-09-08,4681.15,4700.88,4718.12,4673.93,8423859,2147483647,30.41,0.65,0.00,0.00
2000-09-11,4711.79,4704.87,4716.39,4672.33,8783717,2147483647,3.99,0.08,0.00,0.00
2000-09-12,4709.65,4734.01,4735.80,4693.02,8629029,2147483647,29.14,0.62,0.00,0.00
2000-09-13,4734.39,4771.32,4796.81,4731.60,13028034,2147483647,37.31,0.79,0.00,0.00
2000-09-14,4775.05,4727.81,4783.64,4711.43,11006365,2147483647,-43.51,-0.91,0.00,0.00
2000-09-15,4717.81,4710.80,4719.36,4677.91,7584373,2147483647,-17.01,-0.36,0.00,0.00
2000-09-18,4714.60,4628.84,4714.67,4624.81,7434542,2147483647,-81.96,-1.74,0.00,0.00
2000-09-19,4609.78,4512.51,4609.78,4498.86,10138737,2147483647,-116.33,-2.51,0.00,0.00
2000-09-20,4504.91,4551.03,4558.40,4480.86,8134071,2147483647,38.52,0.85,0.00,0.00
2000-09-21,4558.63,4518.34,4570.89,4512.85,7617100,2147483647,-32.69,-0.72,0.00,0.00
2000-09-22,4511.86,4465.13,4511.86,4454.17,6645130,2147483647,-53.21,-1.18,0.00,0.00
2000-09-25,4460.11,4428.03,4475.10,4424.01,5870188,2147483647,-37.10,-0.83,0.00,0.00
2000-09-26,4430.58,4477.40,4479.88,4430.58,6705966,2147483647,49.37,1.11,0.00,0.00
2000-09-27,4483.27,4541.32,4541.54,4482.39,5902906,2147483647,63.92,1.43,0.00,0.00
2000-09-28,4545.79,4465.20,4553.00,4459.35,6550951,2147483647,-76.13,-1.68,0.00,0.00
2000-09-29,4467.67,4523.66,4525.03,4467.67,5419518,2147483647,58.46,1.31,0.00,0.00
2000-10-09,4534.85,4507.58,4544.05,4478.67,5455105,2147483647,-16.08,-0.36,0.00,0.00
2000-10-10,4510.20,4572.21,4573.41,4502.57,7691212,2147483647,64.63,1.43,0.00,0.00
2000-10-11,4587.41,4557.31,4596.24,4550.35,7023271,2147483647,-14.90,-0.33,0.00,0.00
2000-10-12,4553.88,4514.49,4554.24,4490.34,9915224,2147483647,-42.82,-0.94,0.00,0.00
2000-10-13,4507.82,4481.06,4531.56,4471.50,9015271,2147483647,-33.42,-0.74,0.00,0.00
2000-10-16,4478.15,4468.68,4484.73,4448.20,6488800,2147483647,-12.39,-0.28,0.00,0.00
2000-10-17,4469.47,4491.99,4492.95,4460.80,5945811,2147483647,23.31,0.52,0.00,0.00
2000-10-18,4502.26,4555.48,4556.90,4499.27,6657137,2147483647,63.49,1.41,0.00,0.00
2000-10-19,4556.90,4514.15,4570.16,4504.97,6433646,2147483647,-41.33,-0.91,0.00,0.00
2000-10-20,4512.27,4611.98,4614.01,4509.84,9492069,2147483647,97.83,2.17,0.00,0.00
2000-10-23,4632.69,4611.93,4640.21,4590.15,9393157,2147483647,-0.05,-0.00,0.00,0.00
2000-10-24,4615.04,4601.88,4630.50,4582.36,6739818,2147483647,-10.05,-0.22,0.00,0.00
2000-10-25,4606.29,4643.34,4654.32,4585.19,11396075,2147483647,41.45,0.90,0.00,0.00
2000-10-26,4646.93,4594.68,4654.71,4588.82,10138097,2147483647,-48.65,-1.05,0.00,0.00
2000-10-27,4597.30,4602.57,4608.26,4576.63,8125738,2147483647,7.89,0.17,0.00,0.00
2000-10-30,4606.98,4597.01,4610.50,4574.56,8943093,2147483647,-5.57,-0.12,0.00,0.00
2000-10-31,4597.75,4573.22,4611.61,4564.72,8545308,2147483647,-23.78,-0.52,0.00,0.00
2000-11-01,4573.23,4604.42,4607.60,4572.60,8550992,2147483647,31.19,0.68,0.00,0.00
2000-11-02,4607.68,4629.07,4644.40,4607.68,10108373,2147483647,24.66,0.54,0.00,0.00
2000-11-03,4636.26,4628.42,4644.60,4614.75,13292494,2147483647,-0.65,-0.01,0.00,0.00
2000-11-06,4642.50,4646.26,4650.74,4618.05,12029360,2147483647,17.84,0.39,0.00,0.00
2000-11-07,4654.10,4632.97,4659.84,4621.11,10306561,2147483647,-13.30,-0.29,0.00,0.00
2000-11-08,4637.54,4675.57,4676.03,4636.57,10640839,2147483647,42.61,0.92,0.00,0.00
2000-11-09,4672.07,4749.51,4750.67,4671.67,17642748,2147483647,73.94,1.58,0.00,0.00
2000-11-10,4768.43,4826.12,4848.18,4758.31,17626497,2147483647,76.61,1.61,0.00,0.00
2000-11-13,4841.53,4913.64,4932.93,4841.46,17455682,2147483647,87.52,1.81,0.00,0.00
2000-11-14,4927.40,4927.28,4929.71,4864.89,14519424,2147483647,13.64,0.28,0.00,0.00
2000-11-15,4936.66,4915.06,4959.40,4894.83,16118745,2147483647,-12.23,-0.25,0.00,0.00
2000-11-16,4915.46,4953.34,4954.69,4915.07,16691248,2147483647,38.28,0.78,0.00,0.00
2000-11-17,4964.39,4953.89,4979.96,4931.74,15336655,2147483647,0.55,0.01,0.00,0.00
2000-11-20,4951.99,4960.99,4962.61,4892.31,15794210,2147483647,7.10,0.14,0.00,0.00
2000-11-21,4962.42,4928.78,4987.36,4924.87,16403028,2147483647,-32.21,-0.65,0.00,0.00
2000-11-22,4916.19,4986.28,4987.62,4904.70,16895014,2147483647,57.50,1.17,0.00,0.00
2000-11-23,5001.50,4981.41,5011.03,4959.89,14475421,2147483647,-4.88,-0.10,0.00,0.00
2000-11-24,4982.59,4841.47,5001.29,4816.84,18720957,2147483647,-139.94,-2.81,0.00,0.00
2000-11-27,4799.86,4818.44,4860.27,4773.14,12410950,2147483647,-23.03,-0.48,0.00,0.00
2000-11-28,4823.02,4868.20,4868.52,4823.02,9295870,2147483647,49.76,1.03,0.00,0.00
2000-11-29,4873.40,4820.00,4875.95,4797.13,13545921,2147483647,-48.20,-0.99,0.00,0.00
2000-11-30,4820.74,4829.99,4840.71,4804.24,9194320,2147483647,10.00,0.21,0.00,0.00
2000-12-01,4836.64,4850.01,4860.35,4831.62,13166917,2147483647,20.01,0.41,0.00,0.00
2000-12-04,4858.77,4855.22,4864.66,4833.31,13802937,2147483647,5.21,0.11,0.00,0.00
2000-12-05,4860.56,4820.59,4869.92,4815.32,13895709,2147483647,-34.63,-0.71,0.00,0.00
2000-12-06,4825.69,4771.48,4838.16,4760.87,11921190,2147483647,-49.11,-1.02,0.00,0.00
2000-12-07,4768.07,4753.01,4790.84,4735.89,9501790,2147483647,-18.48,-0.39,0.00,0.00
2000-12-08,4748.96,4747.94,4771.15,4744.02,10257441,2147483647,-5.06,-0.11,0.00,0.00
2000-12-11,4751.76,4667.24,4754.88,4662.07,11815296,2147483647,-80.70,-1.70,0.00,0.00
2000-12-12,4672.65,4704.89,4706.57,4652.23,9337498,2147483647,37.64,0.81,0.00,0.00
2000-12-13,4708.20,4680.49,4708.72,4675.91,8371276,2147483647,-24.40,-0.52,0.00,0.00
2000-12-14,4686.85,4698.69,4715.27,4684.56,13216816,2147483647,18.20,0.39,0.00,0.00
2000-12-15,4702.93,4695.81,4719.47,4675.23,11631982,2147483647,-2.89,-0.06,0.00,0.00
2000-12-18,4701.41,4710.82,4712.60,4652.40,9164864,2147483647,15.02,0.32,0.00,0.00
2000-12-19,4720.65,4699.03,4729.49,4690.73,7236965,2147483647,-11.80,-0.25,0.00,0.00
2000-12-20,4704.29,4743.21,4744.82,4688.25,9403589,2147483647,44.19,0.94,0.00,0.00
2000-12-21,4757.24,4742.96,4779.09,4737.74,9698878,2147483647,-0.26,-0.01,0.00,0.00
2000-12-22,4745.29,4720.92,4754.06,4705.61,8990478,2147483647,-22.04,-0.46,0.00,0.00
2000-12-25,4722.09,4675.37,4722.09,4663.84,10159781,2147483647,-45.55,-0.96,0.00,0.00
2000-12-26,4684.09,4696.86,4699.95,4663.63,9626149,2147483647,21.48,0.46,0.00,0.00
2000-12-27,4695.27,4680.28,4709.95,4675.04,10438611,2147483647,-16.57,-0.35,0.00,0.00
2000-12-28,4685.53,4705.61,4711.62,4672.56,9767943,2147483647,25.33,0.54,0.00,0.00
2000-12-29,4709.37,4752.75,4755.24,4709.37,11359823,2147483647,47.14,1.00,0.00,0.00
2001-01-02,4756.18,4797.96,4799.77,4734.07,16647714,2147483647,45.21,0.95,0.00,0.00
2001-01-03,4806.89,4822.95,4825.90,4784.21,13683525,2147483647,24.98,0.52,0.00,0.00
2001-01-04,4833.52,4801.17,4836.51,4795.04,10720935,2147483647,-21.78,-0.45,0.00,0.00
2001-01-05,4800.95,4792.28,4806.84,4768.11,10305971,2147483647,-8.89,-0.19,0.00,0.00
2001-01-08,4793.40,4719.38,4793.40,4699.12,12027320,2147483647,-72.90,-1.52,0.00,0.00
2001-01-09,4708.79,4739.55,4742.76,4684.87,8770744,2147483647,20.17,0.43,0.00,0.00
2001-01-10,4742.13,4787.20,4788.80,4739.30,10300156,2147483647,47.65,1.01,0.00,0.00
2001-01-11,4795.25,4817.29,4849.25,4790.38,10586231,2147483647,30.09,0.63,0.00,0.00
2001-01-12,4825.79,4793.10,4825.79,4782.26,9822894,2147483647,-24.19,-0.50,0.00,0.00
2001-01-15,4778.93,4649.00,4778.93,4642.86,13555722,2147483647,-144.10,-3.01,0.00,0.00
2001-01-16,4629.22,4678.18,4685.10,4610.28,9008748,2147483647,29.18,0.63,0.00,0.00
2001-01-17,4687.54,4659.39,4698.44,4652.80,6543077,2147483647,-18.79,-0.40,0.00,0.00
2001-01-18,4661.67,4690.59,4709.48,4661.67,9851985,2147483647,31.20,0.67,0.00,0.00
2001-01-19,4701.10,4743.37,4745.14,4701.10,9731528,2147483647,52.77,1.13,0.00,0.00
2001-02-05,4754.24,4636.87,4764.65,4629.33,8197591,2147483647,-106.50,-2.25,0.00,0.00
2001-02-06,4624.22,4608.21,4633.08,4533.74,7732558,2147483647,-28.66,-0.62,0.00,0.00
2001-02-07,4607.85,4560.03,4623.77,4557.52,5981029,2147483647,-48.19,-1.05,0.00,0.00
2001-02-08,4551.86,4410.29,4561.80,4403.67,7375948,2147483647,-149.74,-3.28,0.00,0.00
2001-02-09,4416.78,4478.81,4493.90,4416.78,10710060,2147483647,68.52,1.55,0.00,0.00
2001-02-12,4488.15,4460.17,4490.31,4412.76,6600643,2147483647,-18.63,-0.42,0.00,0.00
2001-02-13,4467.31,4463.92,4491.70,4459.76,5155447,2147483647,3.75,0.08,0.00,0.00
2001-02-14,4464.52,4468.76,4483.75,4456.05,3334704,2147483647,4.84,0.11,0.00,0.00
2001-02-15,4471.22,4435.74,4488.60,4431.65,3820128,2147483647,-33.02,-0.74,0.00,0.00
2001-02-16,4427.39,4441.60,4443.65,4369.05,5133184,2147483647,5.87,0.13,0.00,0.00
