2017-03-28,0.00,0.00,0.00
2016-03-01,0.00,0.00,0.00
2015-04-21,0.00,0.00,0.00
2014-04-01,0.00,0.00,0.00
2013-04-16,0.00,0.00,0.00
2012-04-10,0.00,0.00,0.00
2011-04-26,0.00,0.00,0.00
2010-04-27,0.00,0.00,0.00
2009-04-28,0.00,0.00,0.00
2008-04-29,0.00,0.00,0.00
2007-04-26,0.00,0.00,0.00
2006-03-18,0.00,0.00,0.00
2005-07-22,0.00,0.00,0.02
2003-04-22,0.00,0.00,0.02
2002-06-06,0.00,0.00,0.02
2001-05-25,0.00,0.00,0.05
2000-10-24,0.00,0.51,0.00
1998-06-04,0.25,0.05,0.00
1997-07-03,0.30,0.20,0.00
1996-12-27,0.00,0.30,0.00
