2017-03-31,0.00,0.00,0.00
2016-06-08,0.00,0.00,0.04
2015-03-06,0.00,0.00,0.00
2014-05-19,0.00,0.00,0.05
2013-08-23,0.00,0.00,0.02
2012-08-03,0.10,0.25,0.01
2011-09-29,0.20,0.80,0.02
2011-04-16,0.00,0.00,0.00
2010-03-18,0.00,0.00,0.00
2009-04-15,0.00,0.00,0.00
2008-04-11,0.00,0.00,0.00
2007-04-06,0.00,0.00,0.00
2006-07-04,0.00,0.60,0.00
2006-06-06,0.00,0.25,0.00
2005-05-11,0.00,0.00,0.00
2001-07-23,0.00,0.00,0.10
1998-07-14,0.00,0.00,0.10
1997-07-21,0.07,0.00,0.13
1996-05-21,0.00,0.00,0.20
1995-08-24,0.20,0.00,0.00
