2017-03-31,0.00,0.00,0.00
2016-07-12,0.00,0.00,0.39
2015-07-31,0.00,0.00,0.45
2014-08-01,0.00,0.00,0.45
2013-07-26,0.00,0.00,0.40
2012-07-26,0.00,0.00,0.26
2011-07-26,0.00,0.00,0.18
2010-07-28,0.00,0.00,0.16
2009-07-27,0.00,0.00,0.25
2008-07-24,0.00,0.00,0.22
2007-08-01,0.00,0.00,0.22
2006-08-17,0.00,0.00,0.16
2005-07-25,0.00,0.00,0.15
2004-07-26,0.00,0.00,0.20
2003-06-30,0.00,0.00,0.22
2002-08-13,0.00,0.00,0.11
2001-08-01,0.00,0.00,0.10
2000-08-24,0.00,0.00,0.10
1996-06-28,0.00,0.00,0.08
1995-06-23,0.00,0.00,0.09
1994-06-27,0.00,0.00,0.17
