2017-04-13,0.00,0.00,0.00
2016-08-05,0.00,0.00,0.05
2015-06-26,0.00,0.00,0.10
2014-07-04,0.00,0.00,0.10
2013-06-06,0.00,0.00,0.10
2012-06-20,0.00,0.00,0.10
2011-06-22,0.50,0.00,0.20
2010-06-25,0.00,0.50,0.18
2009-07-10,0.00,0.00,0.17
2008-06-13,0.00,0.00,0.18
2007-07-11,0.00,0.00,0.12
2006-04-03,0.00,0.00,0.15
2005-05-27,0.00,0.00,0.10
2004-05-19,0.00,0.00,0.10
2003-10-17,0.00,0.30,0.20
2002-04-26,0.00,0.00,0.21
2001-05-24,0.00,0.00,0.15
2000-04-27,0.00,0.00,0.14
1999-05-25,0.00,0.00,0.20
1998-07-08,0.60,0.20,0.00
