2017-03-10,0.00,0.00,0.00
2016-07-22,0.00,0.00,0.80
2015-08-07,0.00,0.00,0.80
2014-08-05,0.00,0.00,0.70
2013-08-06,0.00,0.00,0.70
2012-08-10,0.00,0.00,0.30
2011-08-12,0.00,0.00,0.30
2010-07-23,0.00,0.00,0.35
2009-09-04,0.00,0.00,0.16
2008-08-28,0.00,0.00,0.20
2007-06-01,0.00,0.40,0.00
2007-05-31,0.00,0.00,0.20
2006-07-26,0.00,0.00,0.20
2005-08-12,0.00,0.00,0.20
2004-06-17,0.20,0.30,0.05
2003-07-10,0.00,0.00,0.25
2002-05-31,0.00,0.00,0.20
2001-05-11,0.00,0.30,0.20
2000-04-13,0.00,0.20,0.20
1997-11-07,0.25,0.25,0.00
1996-10-22,0.00,0.30,0.00
