2017-03-29,0.00,0.00,0.00
2016-03-25,0.00,0.00,0.00
2015-04-30,0.00,0.00,0.01
2014-06-16,0.00,0.00,0.06
2013-06-18,0.00,0.00,0.11
2012-07-09,0.00,0.10,0.02
2011-03-18,0.00,0.00,0.00
2010-04-23,0.00,0.00,0.00
2009-03-14,0.00,0.00,0.00
2008-07-21,0.10,0.00,0.00
2007-06-08,0.00,0.00,0.10
2006-06-12,0.30,0.00,0.10
2005-07-18,0.00,0.00,0.05
2004-04-29,0.30,0.00,0.10
2003-07-01,0.00,0.00,0.10
2002-11-11,0.00,0.20,0.00
2002-05-10,0.18,0.00,0.17
2001-05-09,0.00,0.00,0.10
1999-05-07,0.19,0.11,0.00
1998-05-15,0.12,0.08,0.00
1997-07-14,0.00,0.00,0.05
1996-07-25,0.00,0.00,0.06
1995-06-05,0.00,0.00,0.07
1994-04-18,0.20,0.00,0.00
1993-05-31,0.00,0.00,0.04
