2017-04-18,0.00,0.00,0.00
2016-07-14,0.00,0.00,0.50
2015-06-26,0.00,0.00,0.40
2014-07-16,0.00,0.00,0.30
2013-07-03,0.50,0.00,0.30
2012-07-18,0.00,0.00,0.30
2011-08-17,0.00,0.00,0.43
2010-07-21,0.00,0.00,0.15
2009-05-22,0.00,0.00,0.16
2008-08-04,0.00,0.00,0.15
2007-07-09,0.00,0.00,0.06
2006-08-07,0.00,0.00,0.40
2005-07-22,0.30,0.00,0.10
2004-08-06,0.00,0.00,0.20
2003-08-01,0.00,0.00,0.20
2002-07-25,0.00,0.00,0.20
2001-06-20,0.00,0.00,0.20
1999-09-08,0.30,0.00,0.00
1999-07-13,0.00,0.00,0.10
