2017-03-10,0.00,0.00,0.00
2016-03-17,0.00,0.00,0.20
2015-05-08,0.00,0.00,0.21
2014-03-19,0.00,0.00,0.20
2013-04-19,0.00,0.00,0.14
2012-05-18,0.00,0.00,0.01
2011-04-28,0.00,0.00,0.00
2010-04-22,0.00,0.00,0.00
2009-04-16,0.00,0.00,0.00
2008-03-27,0.00,0.00,0.00
2008-01-24,0.14,0.35,0.02
2007-07-03,0.00,0.00,0.02
2006-03-31,0.00,0.00,0.00
2005-07-01,0.00,0.00,0.04
2004-07-08,0.00,0.80,0.02
2003-06-27,0.00,0.00,0.15
2002-06-12,0.00,0.00,0.10
2001-09-26,0.00,0.60,0.00
2001-05-17,0.00,0.00,0.10
