2017-04-07,0.00,0.00,0.00
2016-04-09,0.00,0.00,0.00
2015-04-04,0.00,0.00,0.00
2014-06-13,0.00,0.00,0.02
2013-04-15,0.00,0.00,0.00
2012-03-29,0.00,0.00,0.00
2011-03-29,0.00,0.00,0.00
2010-03-27,0.00,0.00,0.00
2009-03-31,0.00,0.00,0.00
2008-04-12,0.00,0.00,0.00
2007-04-13,0.00,0.00,0.00
2006-10-16,0.00,0.10,0.00
2006-03-28,0.00,0.00,0.00
2005-05-27,0.00,0.00,0.00
2001-06-27,0.00,0.00,0.20
2000-05-24,0.25,0.35,0.00
1999-10-11,0.60,0.40,0.00
1998-09-28,0.80,0.00,0.00
1997-05-22,0.40,0.60,0.00
