2017-05-11,0.00,0.00,0.03
2016-06-16,0.00,0.00,0.01
2015-06-10,0.00,0.00,0.03
2014-06-19,0.00,0.00,0.03
2013-08-28,0.00,0.00,0.04
2012-07-20,0.00,0.00,0.07
2011-05-06,0.00,0.30,0.02
2010-05-05,0.25,0.30,0.03
2009-07-14,0.00,0.00,0.10
2008-06-06,0.40,0.00,0.35
2007-05-22,0.10,0.00,0.68
2006-04-20,0.20,0.20,0.10
2005-05-19,0.00,0.00,0.13
2004-06-01,0.00,0.00,0.10
2003-07-09,0.00,0.00,0.06
2001-06-14,0.00,0.00,0.20
2000-05-26,0.20,0.30,0.10
1999-05-18,0.00,1.00,0.00
1997-07-15,0.00,0.00,0.20
