2017-04-25,0.00,0.00,0.00
2016-06-24,0.00,0.00,0.40
2015-10-14,0.00,1.00,0.00
2015-04-22,0.00,0.00,0.30
2014-06-26,0.00,0.00,0.28
2013-07-03,0.00,0.00,0.16
2012-05-31,0.00,0.00,0.15
2011-04-28,0.00,0.00,0.00
2010-07-19,0.00,0.00,0.10
2009-06-02,0.00,0.00,0.10
2008-05-16,0.00,0.00,0.20
2007-04-24,0.00,0.00,0.00
2006-08-07,0.00,0.00,0.02
2006-07-07,0.00,0.00,0.00
2005-06-23,0.00,0.00,0.20
2004-06-15,0.00,1.00,0.00
2003-07-10,0.00,0.00,0.30
2002-07-25,0.00,0.00,0.13
2001-06-12,0.00,0.00,0.09
2000-08-01,0.00,0.00,0.25
