2017-03-30,0.00,0.00,0.00
2016-03-29,0.00,0.00,0.00
2015-09-16,1.30,0.70,0.33
2015-06-25,0.00,0.00,0.60
2014-07-04,0.00,0.00,0.20
2013-07-01,0.00,0.00,0.20
2012-06-25,0.00,0.00,0.10
2011-06-23,0.55,0.45,0.07
2010-08-30,0.20,0.80,0.03
2010-04-28,0.00,0.00,0.00
2009-06-12,0.10,0.10,0.01
2008-04-29,0.00,0.00,0.00
2007-04-10,0.00,0.00,0.00
2006-04-20,0.00,0.00,0.00
2005-04-21,0.00,0.00,0.00
2004-10-20,0.10,0.20,0.03
2003-08-21,0.20,0.00,0.05
2002-07-23,0.10,0.00,0.05
2001-06-21,0.00,0.00,0.20
