2017-03-31,0.00,0.00,0.00
2016-06-13,0.20,0.30,0.10
2015-06-18,0.00,0.00,0.09
2014-06-26,0.00,0.00,0.08
2013-07-15,0.00,0.00,0.08
2012-07-09,0.00,0.00,0.07
2011-06-24,0.00,0.00,0.08
2010-07-22,0.00,0.00,0.10
2009-06-02,0.00,0.00,0.13
2008-04-30,0.50,0.00,0.00
2007-04-30,0.30,0.00,0.00
2006-08-31,0.00,0.35,0.00
2006-05-15,0.00,0.00,0.20
2005-05-12,0.00,0.00,0.20
2004-05-20,0.00,0.00,0.20
2003-06-26,0.00,0.00,0.18
2002-06-26,0.00,0.00,0.26
2001-06-04,0.00,0.00,0.25
2000-07-06,0.00,0.00,0.22
1997-06-06,0.35,0.65,0.00
1996-06-25,0.00,0.00,0.24
1995-05-02,0.00,0.00,0.22
1994-04-25,0.00,0.00,0.20
1993-06-14,0.10,0.00,0.00
