2017-04-12,0.00,0.00,0.00
2016-01-29,0.00,0.00,0.00
2015-09-18,0.00,0.00,0.02
2015-03-25,0.00,0.00,0.00
2014-06-17,0.00,0.00,0.01
2013-03-28,0.00,0.00,0.00
2012-06-12,0.00,0.60,0.00
2011-09-26,0.40,0.60,0.07
2011-04-12,0.00,0.00,0.00
2010-03-03,0.00,0.00,0.00
2009-06-08,0.00,0.00,0.02
2008-05-19,0.30,0.20,0.05
2007-01-26,0.00,0.00,0.00
2006-04-18,0.00,0.00,0.00
2005-06-28,0.00,0.00,0.08
2004-06-02,0.00,0.00,0.15
2003-04-17,0.00,0.00,0.13
2002-05-09,0.00,0.00,0.30
2001-06-12,0.00,0.00,0.15
2000-05-24,0.00,0.00,0.08
1999-11-18,0.00,0.20,0.00
1998-10-20,0.14,0.26,0.20
