2017-05-18,0.00,0.00,0.02
2016-05-20,0.00,0.00,0.02
2015-02-17,0.00,0.00,0.00
2014-09-26,0.00,1.50,0.05
2014-03-11,0.00,0.00,0.00
2013-03-29,0.00,0.00,0.00
2012-08-24,0.00,0.80,0.00
2012-04-10,0.00,0.00,0.00
2011-02-01,0.00,0.00,0.00
2010-03-30,0.00,0.00,0.00
2009-02-25,0.00,0.00,0.00
2008-01-29,0.00,0.00,0.00
2007-08-21,0.00,0.17,0.00
2007-01-26,0.00,0.00,0.00
2007-01-17,0.00,0.00,0.00
2006-04-28,0.00,0.00,0.00
2005-06-30,0.00,0.00,0.00
2004-04-20,0.00,0.00,0.05
2003-04-28,0.00,0.00,0.05
2002-08-12,0.00,0.00,0.05
1996-09-25,0.20,0.00,0.10
