2017-03-25,0.00,0.00,0.00
2016-07-08,0.00,0.00,0.05
2015-07-09,0.00,0.00,0.07
2014-06-24,0.00,0.00,0.08
2013-06-24,0.00,0.00,0.07
2012-06-19,0.00,0.00,0.05
2011-06-17,0.00,0.00,0.06
2010-07-09,0.00,0.00,0.06
2009-06-04,0.00,0.00,0.10
2008-07-21,0.00,0.00,0.10
2007-07-20,0.00,0.00,0.10
2006-08-03,0.00,0.00,0.06
2005-07-22,0.10,0.00,0.05
2004-07-27,0.00,0.00,0.10
2003-07-28,0.10,0.00,0.10
2002-08-12,0.00,0.00,0.10
2001-07-12,0.15,0.00,0.00
2000-07-18,0.15,0.30,0.00
1999-08-30,0.00,0.00,0.16
1998-06-25,0.00,0.00,0.16
1997-07-02,0.00,0.00,0.18
1996-07-12,0.00,0.00,0.16
1995-09-11,0.00,0.00,0.24
