2017-03-17,0.00,0.00,0.00
2016-08-04,0.00,0.00,0.05
2015-06-25,0.00,0.00,0.05
2014-07-10,0.00,0.00,0.06
2013-08-02,0.00,0.00,0.05
2012-06-26,0.00,0.00,0.05
2011-05-20,0.00,0.00,0.07
2010-04-30,0.00,0.00,0.05
2009-02-27,0.00,0.00,0.00
2008-02-29,0.00,0.00,0.00
2007-04-28,0.00,0.00,0.00
2007-02-16,0.00,0.40,0.00
2006-04-29,0.00,0.00,0.00
2005-07-18,0.10,0.20,0.02
2004-06-15,0.10,0.10,0.03
2003-08-22,0.00,0.00,0.25
2002-07-19,0.00,0.00,0.20
2001-05-10,0.00,0.00,0.20
1998-04-29,0.40,0.10,0.06
1997-09-09,0.40,0.00,0.00
