2017-04-25,0.00,0.00,0.00
2016-06-24,0.00,0.00,0.15
2015-06-25,0.00,0.00,0.15
2014-06-06,0.00,0.00,0.15
2013-07-03,0.00,0.00,0.10
2012-07-17,0.00,0.00,0.06
2011-07-18,0.20,0.80,0.05
2010-05-19,0.00,0.00,0.10
2009-06-10,0.00,0.00,0.05
2008-04-08,0.60,0.40,0.07
2007-04-20,0.00,0.00,0.00
2006-04-27,0.00,0.00,0.00
2005-07-14,0.10,0.10,0.03
2004-07-14,0.10,0.10,0.03
2003-09-26,0.00,0.00,0.10
2002-08-23,0.00,0.00,0.10
2001-07-18,0.00,0.00,0.08
1997-07-29,0.20,0.00,0.00
1997-04-04,0.00,0.50,0.00
1996-07-09,0.10,0.00,0.05
1995-05-30,0.30,0.00,0.06
1994-10-25,0.30,0.00,0.06
