2017-03-29,0.00,0.00,0.00
2016-09-26,0.00,0.00,0.25
2016-04-29,0.00,0.00,0.00
2015-04-25,0.00,0.00,0.00
2014-03-19,0.00,0.00,0.00
2013-11-25,0.40,0.40,0.25
2013-03-22,0.00,0.00,0.00
2012-02-18,0.00,0.00,0.00
2011-02-28,0.00,0.00,0.00
2010-05-27,0.00,0.00,0.14
2009-06-12,0.00,0.00,0.08
2008-06-19,0.00,0.00,0.44
2007-06-19,0.00,0.00,0.20
2006-11-16,0.00,0.00,0.17
2006-03-30,0.00,0.00,0.00
2005-05-26,0.00,0.00,0.00
2004-04-27,0.00,0.00,0.10
2003-04-25,0.00,0.60,0.20
2001-05-11,0.00,0.00,0.10
2000-04-28,0.00,0.20,0.10
1997-05-09,0.45,0.35,0.00
