code,buyDate,buyPrice,buyNum,sellDate,sellPrice,sellNum
600477,2017-03-05,10.62,15700,
600895,2016-07-05,21.87,15800,
300135,2017-03-27,6.09,22700,
300316,2017-01-05,12.85,43700,
600895,2016-07-05,21.48,238000,
600023,2016-03-27,8.35,68100,
601216,2016-10-27,5.47,54400,
300316,2017-01-05,13.63,53600,
600895,2016-07-05,23.13,40200,
300135,2017-03-27,6.08,9400,
